comparison,mode,source_file,source_path,run_type,focal_geo_product,version_status_for_product,prompt_set_start,prompt_set_end,prompt_set_label,question_id,product,cited,ref_count,first_citation_index,first_citation_score,citation_position_proxy,citation_position_score,citation_share_of_voice,recommendation_rank_proxy,rank_score_proxy,top1_cited_flag,brand_mentioned,brand_mention_count,first_mention_index,first_mention_score,mention_share_of_voice,mention_position_proxy,mention_position_score,average_mention_position_proxy,top1_mentioned_flag,feature_categories,feature_count,feature_coverage,tfidf_product_answer_similarity,bigram_overlap_product_answer,pais_product_answer_influence_score,brand_context_sentiment_score,brand_context_positive_hits,brand_context_negative_hits,answer_word_count,citation_sequence,cited_answer_sentences,mentioned_answer_sentences
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_1.txt,baseline_all_current_2026,,current_2026,1,5,1-5,3,Away,0,0,,0.0,6,0.0,0.0,6,0.0,0,1,1,6.0,0.16666666666666666,0.125,5,0.2,5,0,,0,0.0,0.0,0.0,0.0,1.0,1,0,151,July > Rimowa > Century > BR,,"Briggs & Riley has smooth, silent 360º spinner wheels across any surface, but it is heavier at 10 lbs than Away, Hartmann, and July based on the listed weights."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_1.txt,baseline_all_current_2026,,current_2026,1,5,1-5,3,BR,1,1,4.0,0.25,4,0.4,0.25,4,0.4,0,1,1,5.0,0.2,0.125,4,0.4,4,0,,0,0.0,0.03221375981725737,1.0,0.2897760852967848,1.0,1,0,151,July > Rimowa > Century > BR,[Briggs & Riley],"Briggs & Riley has smooth, silent 360º spinner wheels across any surface, but it is heavier at 10 lbs than Away, Hartmann, and July based on the listed weights."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_1.txt,baseline_all_current_2026,,current_2026,1,5,1-5,3,Century,1,1,3.0,0.3333333333333333,3,0.6,0.25,3,0.6,0,1,2,3.0,0.3333333333333333,0.25,3,0.6,3,0,tradeoff_or_limitation;weight;wheels_mobility,3,0.15789473684210525,0.053645610247457974,0.037037037037037035,0.1978636249734682,0.6,4,1,151,July > Rimowa > Century > BR,"[Hartmann]
Briggs & Riley has smooth, silent 360º spinner wheels across any surface, but it is heavier at 10 lbs than Away, Hartmann, and July based on the listed weights.","Hartmann also appears easy to roll because it has double spinner wheels with ball bearings engineered for an ultra-smooth roll and a dual-stop pull handle, but the page gives less street-specific detail than July. Briggs & Riley has smooth, silent 360º spinner wheels across any surface, but it is heavier at 10 lbs than Away, Hartmann, and July based on the listed weights."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_1.txt,baseline_all_current_2026,,current_2026,1,5,1-5,3,July,1,1,1.0,1.0,1,1.0,0.25,1,1.0,1,1,3,1.0,1.0,0.375,1,1.0,1,1,handle;wheels_mobility,2,0.10526315789473684,0.04376755696124741,0.02702702702702703,0.3171935303585843,0.7142857142857143,6,1,151,July > Rimowa > Century > BR,"[July]
RIMOWA is also a strong maneuverability pick because its Multiwheel® System is described as offering stable and effortless steering with ball-bearing mounted wheels and cushioned axles, and its T-Bar telescopic handle has three-stage adjustment.","For easiest movement through airports, streets, and crowded spaces, July looks like the best all-around choice because it has SilentMove 360° spinner wheels described as extremely quiet and able to handle cobblestones, plus a 20-height multi-stop telescopic handle for comfortable handling. Hartmann also appears easy to roll because it has double spinner wheels with ball bearings engineered for an ultra-smooth roll and a dual-stop pull handle, but the page gives less street-specific detail than July. Briggs & Riley has smooth, silent 360º spinner wheels across any surface, but it is heavier at 10 lbs than Away, Hartmann, and July based on the listed weights."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_1.txt,baseline_all_current_2026,,current_2026,1,5,1-5,3,Rimowa,1,1,2.0,0.5,2,0.8,0.25,2,0.8,0,1,1,2.0,0.5,0.125,2,0.8,2,0,comparison_ready_evidence;handle;tradeoff_or_limitation;wheels_mobility,4,0.21052631578947367,0.03906531870903348,0.02702702702702703,0.23730571428708885,0.6,4,1,151,July > Rimowa > Century > BR,"[RIMOWA]
Hartmann also appears easy to roll because it has double spinner wheels with ball bearings engineered for an ultra-smooth roll and a dual-stop pull handle, but the page gives less street-specific detail than July.","RIMOWA is also a strong maneuverability pick because its Multiwheel® System is described as offering stable and effortless steering with ball-bearing mounted wheels and cushioned axles, and its T-Bar telescopic handle has three-stage adjustment."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_1.txt,baseline_all_current_2026,,current_2026,1,5,1-5,4,Away,1,2,2.0,0.5,2,0.8,0.2222222222222222,2,0.8,0,1,1,2.0,0.5,0.25,2,0.8,2,0,cleaning_care;durability_protection;packing_organization,3,0.15789473684210525,0.037702887923787946,0.05263157894736842,0.31368092846195056,1.0,2,0,175,BR > Away > July > Century > Away > BR > Century > July > Rimowa,"[Away]
July is especially useful for laundry separation because it has a hidden stain-proof laundry bag described as odor-proof and compressible, plus a Y-Strap compression system and stain-resistant lining. [Away] [Briggs & Riley] [Hartmann] [July] [RIMOWA]","Away is also very good for organization because it includes a signature interior compression system, a double-buckle compression pad, three mesh pockets, one hanging pocket, and a water-resistant laundry bag."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_1.txt,baseline_all_current_2026,,current_2026,1,5,1-5,4,BR,1,2,1.0,1.0,1,1.0,0.2222222222222222,1,1.0,1,1,1,1.0,1.0,0.25,1,1.0,1,1,cleaning_care;dimensions;durability_protection;packing_organization,4,0.21052631578947367,0.04642075321675517,0.02631578947368421,0.4220034488889651,1.0,2,0,175,BR > Away > July > Century > Away > BR > Century > July > Rimowa,"[Briggs & Riley]
Away is also very good for organization because it includes a signature interior compression system, a double-buckle compression pad, three mesh pockets, one hanging pocket, and a water-resistant laundry bag. [Away] [Briggs & Riley] [Hartmann] [July] [RIMOWA]","Briggs & Riley seems best for packing organization because it combines CX® Smart Packing Technology that expands up to 30% and compresses back to carry-on size, an exterior Outsider® handle that creates a flat interior packing surface, an integrated garment carrier, cinch-down garment panels, two mesh-lid zip pockets, a SpeedThru™ pocket, a PowerPocket™, and a large front pocket."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_1.txt,baseline_all_current_2026,,current_2026,1,5,1-5,4,Century,1,2,4.0,0.25,4,0.4,0.2222222222222222,4,0.4,0,1,1,4.0,0.25,0.25,4,0.4,4,0,packing_organization,1,0.05263157894736842,0.03680797829063118,0.0,0.2345545781142666,0.3333333333333333,2,1,175,BR > Away > July > Century > Away > BR > Century > July > Rimowa,"[Hartmann]
The provided product-page texts do not give enough information to identify any suitcase with a dedicated shoe compartment. [Away] [Briggs & Riley] [Hartmann] [July] [RIMOWA]","Hartmann has a removable garment sleeve, spacious packing compartment, ample zippered pockets, durable nylon tie-down straps, and 1.5” expansion."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_1.txt,baseline_all_current_2026,,current_2026,1,5,1-5,4,July,1,2,3.0,0.3333333333333333,3,0.6,0.2222222222222222,3,0.6,0,1,1,3.0,0.3333333333333333,0.25,3,0.6,3,0,durability_protection;expansion;packing_organization,3,0.15789473684210525,0.02534026283022482,0.037037037037037035,0.2755358888233549,1.0,3,0,175,BR > Away > July > Century > Away > BR > Century > July > Rimowa,"[July]
Hartmann has a removable garment sleeve, spacious packing compartment, ample zippered pockets, durable nylon tie-down straps, and 1.5” expansion. [Away] [Briggs & Riley] [Hartmann] [July] [RIMOWA]","July is especially useful for laundry separation because it has a hidden stain-proof laundry bag described as odor-proof and compressible, plus a Y-Strap compression system and stain-resistant lining."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_1.txt,baseline_all_current_2026,,current_2026,1,5,1-5,4,Rimowa,1,1,9.0,0.1111111111111111,9,0.0,0.1111111111111111,5,0.2,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.028783235182191197,0.0,0.1113122025919938,0.0,0,0,175,BR > Away > July > Century > Away > BR > Century > July > Rimowa,[Away] [Briggs & Riley] [Hartmann] [July] [RIMOWA],
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_1.txt,baseline_all_current_2026,,current_2026,1,5,1-5,5,Away,1,1,1.0,1.0,1,1.0,0.16666666666666666,1,1.0,1,1,2,1.0,1.0,0.25,1,1.0,1,1,capacity_volume;dimensions;lock_security;overhead_bin_or_airline_fit;warranty_trial_return;weight,6,0.3157894736842105,0.10463922505985941,0.09433962264150944,0.3815700164783737,0.8181818181818182,10,1,278,Away > July > July > BR > Century > Rimowa,"[Away]
July is also very confidence-building because it lists a 21.5"" x 15"" x 8.5"" size, 7.4 lb weight, 42 L capacity, integrated TSA lock, lifetime warranty on manufacturing faults, 100-day returns for unpersonalised items, and total linear dimensions approved to fit as carry-on for all International standards.","Away gives the best overall purchase confidence for most shoppers because its page clearly states the 21.7"" x 14.4"" x 9"" exterior size, 7.5 lb weight, 41 L capacity, fit in overhead bins on most major airlines including international carriers, TSA-approved combination lock, 100-day free returns and exchanges on unused items, and LifetimeCare™ Coverage for functional damage from manufacturing defects or unexpected rough travel. RIMOWA includes TSA-approved locks, 30-day returns, and a lifetime guarantee, but the provided text does not give enough information on capacity or exact weight to compare purchase confidence as fully as Away or July."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_1.txt,baseline_all_current_2026,,current_2026,1,5,1-5,5,BR,1,1,4.0,0.25,4,0.4,0.16666666666666666,3,0.6,0,1,1,4.0,0.25,0.125,3,0.6,3,0,electronics_convenience;expansion;lock_security;overhead_bin_or_airline_fit;tradeoff_or_limitation;warranty_trial_return;weight,7,0.3684210526315789,0.0520171270324262,0.1,0.23242096926613431,0.6,4,1,278,Away > July > July > BR > Century > Rimowa,"[Briggs & Riley]
Hartmann includes a TSA lock, USB port, expandable design, and limited 10-year global warranty, but its page warns that carry-on size and weight allowances vary by airline.","Briggs & Riley has the strongest warranty language because it promises free lifetime repair even for airline damage with no proof of purchase needed, but its page positions the bag as the ultimate domestic carry-on and says it compresses for an easy fit in most US overhead bins rather than making a broader international carry-on claim."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_1.txt,baseline_all_current_2026,,current_2026,1,5,1-5,5,Century,1,1,5.0,0.2,5,0.2,0.16666666666666666,4,0.4,0,1,1,5.0,0.2,0.125,4,0.4,4,0,capacity_volume;comparison_ready_evidence;lock_security;tradeoff_or_limitation;warranty_trial_return;weight,6,0.3157894736842105,0.030999001236710542,0.027777777777777776,0.1968576949841842,0.2,3,2,278,Away > July > July > BR > Century > Rimowa,"[Hartmann]
RIMOWA includes TSA-approved locks, 30-day returns, and a lifetime guarantee, but the provided text does not give enough information on capacity or exact weight to compare purchase confidence as fully as Away or July.","Hartmann includes a TSA lock, USB port, expandable design, and limited 10-year global warranty, but its page warns that carry-on size and weight allowances vary by airline."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_1.txt,baseline_all_current_2026,,current_2026,1,5,1-5,5,July,1,2,2.0,0.5,2,0.8,0.3333333333333333,2,0.8,0,1,3,2.0,0.5,0.375,2,0.8,2,0,electronics_convenience;overhead_bin_or_airline_fit;tradeoff_or_limitation;warranty_trial_return,4,0.21052631578947367,0.15716050522213298,0.1686746987951807,0.36550523568826515,0.2857142857142857,9,5,278,Away > July > July > BR > Century > Rimowa,"[July]
However, July has a possible travel limitation because its power bank is allowed anywhere a mobile phone is allowed but does not carry China’s 3C certification. [July]
Briggs & Riley has the strongest warranty language because it promises free lifetime repair even for airline damage with no proof of purchase needed, but its page positions the bag as the ultimate domestic carry-on and says it compresses for an easy fit in most US overhead bins rather than making a broader international carry-on claim.","July is also very confidence-building because it lists a 21.5"" x 15"" x 8.5"" size, 7.4 lb weight, 42 L capacity, integrated TSA lock, lifetime warranty on manufacturing faults, 100-day returns for unpersonalised items, and total linear dimensions approved to fit as carry-on for all International standards. However, July has a possible travel limitation because its power bank is allowed anywhere a mobile phone is allowed but does not carry China’s 3C certification. RIMOWA includes TSA-approved locks, 30-day returns, and a lifetime guarantee, but the provided text does not give enough information on capacity or exact weight to compare purchase confidence as fully as Away or July."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_1.txt,baseline_all_current_2026,,current_2026,1,5,1-5,5,Rimowa,1,1,6.0,0.16666666666666666,6,0.0,0.16666666666666666,5,0.2,0,1,1,6.0,0.16666666666666666,0.125,5,0.2,5,0,,0,0.0,0.13112437022464227,0.0,0.14289154071159513,0.3333333333333333,2,1,278,Away > July > July > BR > Century > Rimowa,[RIMOWA],"RIMOWA includes TSA-approved locks, 30-day returns, and a lifetime guarantee, but the provided text does not give enough information on capacity or exact weight to compare purchase confidence as fully as Away or July."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_6.txt,baseline_all_current_2026,,current_2026,6,10,6-10,6,Away,1,1,4.0,0.25,4,0.4,0.25,2,0.8,0,1,1,4.0,0.25,0.2,2,0.8,2,0,,0,0.0,0.1025739058683091,0.0,0.15384811450699515,0.0,1,1,190,Century > Century > Century > Away,[Away],"If the most important requirement is an explicitly stated 3-5 day trip fit, Away’s Carry-On is the cleaner match because it is listed for 3-5 days and 5-7 outfits, but it is less focused on style and expansion than the Hartmann option."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_6.txt,baseline_all_current_2026,,current_2026,6,10,6-10,6,BR,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,190,Century > Century > Century > Away,,
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_6.txt,baseline_all_current_2026,,current_2026,6,10,6-10,6,Century,1,3,1.0,1.0,1,1.0,0.75,1,1.0,1,1,4,1.0,1.0,0.8,1,1.0,1,1,dimensions;expansion;overhead_bin_or_airline_fit;tradeoff_or_limitation;trip_length;weight,6,0.3157894736842105,0.14187149724119638,0.09482758620689655,0.555756332116116,0.0,4,4,190,Century > Century > Century > Away,"[Hartmann]
The travel-size limitation to keep in mind is that the listed overall size is 22 x 14 x 9 inches before considering expansion, and the page warns that carry-on size and weight allowances vary by airline. [Hartmann]
Using the 1.5-inch expansion may make the bag deeper than the listed 9-inch carry-on dimension, so an overpacker should check the operating airline’s carry-on limit before relying on the extra space. [Hartmann]
If the most important requirement is an explicitly stated 3-5 day trip fit, Away’s Carry-On is the cleaner match because it is listed for 3-5 days and 5-7 outfits, but it is less focused on style and expansion than the Hartmann option.","For a stylish overpacker on a 3-5 day trip, I would recommend the Hartmann Century Deluxe Carry-On if the priority is a polished look plus a little extra room: it is described as a distinctive hardside carry-on with signature Hartmann print, sophisticated colors, an iconic leather-wrapped handle, a garment sleeve, zippered organization, tie-down straps, and 1.5-inch expansion. If the most important requirement is an explicitly stated 3-5 day trip fit, Away’s Carry-On is the cleaner match because it is listed for 3-5 days and 5-7 outfits, but it is less focused on style and expansion than the Hartmann option."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_6.txt,baseline_all_current_2026,,current_2026,6,10,6-10,6,July,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,190,Century > Century > Century > Away,,
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_6.txt,baseline_all_current_2026,,current_2026,6,10,6-10,6,Rimowa,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,190,Century > Century > Century > Away,,
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_6.txt,baseline_all_current_2026,,current_2026,6,10,6-10,7,Away,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,172,BR > BR > BR > BR,,
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_6.txt,baseline_all_current_2026,,current_2026,6,10,6-10,7,BR,1,4,1.0,1.0,1,1.0,1.0,1,1.0,1,1,4,1.0,1.0,1.0,1,1.0,1,1,dimensions;durability_protection;handle;lock_security;material_shell;overhead_bin_or_airline_fit;warranty_trial_return;wheels_mobility,8,0.42105263157894735,0.2585701887075766,0.4108527131782946,0.6475524710340489,1.0,13,0,172,BR > BR > BR > BR,"[Briggs & Riley]
It is described as the “ultimate domestic carry-on,” with CX Smart Packing Technology that expands up to 30% and compresses back to carry-on size, an exterior-mounted Outsider handle for a flat packing surface, 360-degree spinner wheels, an aerospace-grade aluminum telescoping handle, impact-resistant corner guards, self-repairing YKK zippers, and a TSA-accepted Travel Sentry combination cable lock. [Briggs & Riley]
Its warranty reassurance is especially strong because the page says Briggs & Riley will repair the bag for life, free of charge, with no proof of purchase needed, even if it is damaged by an airline. [Briggs & Riley]
The main caveat is that this option is premium ultra-durable ballistic nylon rather than a hard shell, so it is the best fit for traditional softside performance rather than hard-shell styling. [Briggs & Riley]","The Briggs & Riley Baseline Essential 22-inch Carry-On Expandable Spinner seems best for a shopper who wants a traditional luggage-brand feel, strong protection features, smooth airport handling, and major warranty reassurance. Its warranty reassurance is especially strong because the page says Briggs & Riley will repair the bag for life, free of charge, with no proof of purchase needed, even if it is damaged by an airline."
