comparison,mode,source_file_geo,source_path,run_type,focal_geo_product,version_status_for_product,prompt_set_start,prompt_set_end,prompt_set_label_geo,question_id,product,cited_geo,ref_count_geo,first_citation_index,first_citation_score_geo,recommendation_rank_proxy_geo,rank_score_proxy_geo,top1_cited_flag_geo,feature_categories,feature_count_geo,feature_coverage_geo,tfidf_product_answer_similarity_geo,bigram_overlap_product_answer_geo,pais_product_answer_influence_score_geo,answer_word_count,citation_sequence,cited_answer_sentences,cited_current,ref_count_current,first_citation_score_current,recommendation_rank_proxy_current,rank_score_proxy_current,top1_cited_flag_current,feature_count_current,feature_coverage_current,tfidf_product_answer_similarity_current,bigram_overlap_product_answer_current,pais_product_answer_influence_score_current,source_file_current,prompt_set_label_current,current_baseline_match_found,delta_cited,delta_ref_count,delta_first_citation_score,delta_recommendation_rank_proxy,delta_rank_score_proxy,delta_top1_cited_flag,delta_feature_count,delta_feature_coverage,delta_tfidf_product_answer_similarity,delta_bigram_overlap_product_answer,delta_pais_product_answer_influence_score,delta_citation_rate,delta_mean_ref_count,rank_improvement_geo_minus_current,delta_top1_cited_share,delta_pais
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_16.txt,one_product_geo_rewrite_against_current,BEIS,geo_rewrite_2023_2024,16,20,16-20,16,BEIS,1,2,2.0,0.5,2,0.8,0,capacity_volume;lock_security;material_shell;overhead_bin_or_airline_fit;wheels_mobility,5,0.2631578947368421,0.05040623509864721,0.10256410256410256,0.3447641080183799,280,Monos > BEIS > Travelpro > Delsey > INUSA > BEIS > Travelpro > Delsey > INUSA,"[BEIS]
Travelpro clearly meets the checklist: it is the Platinum Elite Carry-On Hardside Spinner, has a 100% polycarbonate hard shell, MagnaTrac self-aligning magnetic spinner wheels, a built-in TSA lock, and 46 L of volume. [BEIS] [Travelpro] [Delsey] [INUSA]",1.0,2.0,0.5,2.0,0.8,0.0,7.0,0.3684210526315789,0.07253103568964982,0.09090909090909091,0.368493447967276,baseline_curr/baseline_16_curr.txt,16-20,True,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-0.10526315789473684,-0.022124800591002608,0.011655011655011649,-0.02372933994889609,0.0,0.0,0.0,0.0,-0.02372933994889609
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_16.txt,one_product_geo_rewrite_against_current,BEIS,geo_rewrite_2023_2024,16,20,16-20,17,BEIS,1,2,2.0,0.5,2,0.8,0,capacity_volume;lock_security;material_shell;packing_organization;tradeoff_or_limitation;warranty_trial_return;weight;wheels_mobility,8,0.42105263157894735,0.06375422176228447,0.03773584905660377,0.36928841469340357,294,INUSA > BEIS > Monos > Travelpro > Delsey > INUSA > BEIS > Monos,"[BEIS]
Monos is the safest balanced alternative rather than the capacity-to-weight winner: it lists 39.9 L at 7.01 lb, but it combines that with a polycarbonate hard shell, 360° spinner wheels, TSA-Accepted lock, compression pad, laundry bag, two shoe bags, 100-day trial, and limited lifetime warranty. [INUSA] [BEIS] [Monos]",1.0,4.0,1.0,1.0,1.0,1.0,11.0,0.5789473684210527,0.11971588250092118,0.06164383561643835,0.5989792255268604,baseline_curr/baseline_16_curr.txt,16-20,True,0.0,-2.0,-0.5,1.0,-0.19999999999999996,-1.0,-3.0,-0.1578947368421053,-0.055961660738636704,-0.02390798655983458,-0.22969081083345688,0.0,-2.0,-1.0,-1.0,-0.22969081083345688
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_16.txt,one_product_geo_rewrite_against_current,BEIS,geo_rewrite_2023_2024,16,20,16-20,18,BEIS,1,1,2.0,0.5,2,0.8,0,capacity_volume;dimensions;durability_protection;expansion;lock_security;wheels_mobility,6,0.3157894736842105,0.04934497229227748,0.022222222222222223,0.2596935558619643,367,Monos > BEIS > Delsey > INUSA > Travelpro > Travelpro > Delsey,"[BEIS]
For stylish overpackers, Delsey is a good match because the page explicitly says it is perfect for stylish overpackers who want a little extra room, while also listing 44 L of capacity, 360° spinner wheels, a TSA-Accepted lock, SECURITECH zip, corner protection, and a refined interior.",1.0,1.0,0.3333333333333333,2.0,0.8,0.0,2.0,0.10526315789473684,0.0064458238103124905,0.0,0.17234179634100988,baseline_curr/baseline_16_curr.txt,16-20,True,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,4.0,0.21052631578947367,0.042899148481964994,0.022222222222222223,0.08735175952095442,0.0,0.0,0.0,0.0,0.08735175952095442
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_16.txt,one_product_geo_rewrite_against_current,BEIS,geo_rewrite_2023_2024,16,20,16-20,19,BEIS,1,1,2.0,0.5,2,0.8,0,expansion;overhead_bin_or_airline_fit;tradeoff_or_limitation,3,0.15789473684210525,0.0,0.030303030303030304,0.21945773524720893,221,Monos > BEIS > Travelpro > Delsey > INUSA,"[BEIS]
Travelpro may be a weaker choice for shoppers who plan to use the expansion on strict carriers, because the page says it is tested to fit overhead bins on most major U.S.",1.0,2.0,0.25,4.0,0.4,0.0,5.0,0.2631578947368421,0.06586370807351216,0.125,0.3012209872287375,baseline_curr/baseline_16_curr.txt,16-20,True,0.0,-1.0,0.25,-2.0,0.4,0.0,-2.0,-0.10526315789473684,-0.06586370807351216,-0.0946969696969697,-0.08176325198152859,0.0,-1.0,2.0,0.0,-0.08176325198152859
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_16.txt,one_product_geo_rewrite_against_current,BEIS,geo_rewrite_2023_2024,16,20,16-20,20,BEIS,1,2,3.0,0.3333333333333333,3,0.6,0,capacity_volume;dimensions;electronics_convenience;overhead_bin_or_airline_fit;sustainability;tradeoff_or_limitation;trip_length;warranty_trial_return;weight,9,0.47368421052631576,0.025202549550767457,0.0,0.33311068534875,335,Travelpro > Monos > BEIS > Delsey > INUSA > INUSA > Travelpro > Monos > BEIS > Delsey > INUSA,"[BEIS]
Delsey is helpful but less complete than Travelpro, Monos, and BÉIS because it gives feature badges, dimensions, trip length, weight, capacity, material, warranty, return window, and style/use language, but the provided text does not include sizer-bin testing, specific airline-fit language, or detailed USB-port information beyond listing a USB Port. [Travelpro] [Monos] [BEIS] [Delsey] [INUSA]",1.0,2.0,0.3333333333333333,3.0,0.6,0.0,14.0,0.7368421052631579,0.060159484711758006,0.0,0.3927336513283165,baseline_curr/baseline_16_curr.txt,16-20,True,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-0.2631578947368421,-0.03495693516099055,0.0,-0.05962296597956651,0.0,0.0,0.0,0.0,-0.05962296597956651
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_6.txt,one_product_geo_rewrite_against_current,BEIS,geo_rewrite_2023_2024,6,10,6-10,6,BEIS,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,102,Delsey > Delsey,,1.0,1.0,0.3333333333333333,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.15,baseline_curr/baseline_6_curr.txt,6-10,True,-1.0,-1.0,-0.3333333333333333,4.0,-0.8,0.0,0.0,0.0,0.0,0.0,-0.15,-1.0,-1.0,-4.0,0.0,-0.15
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_6.txt,one_product_geo_rewrite_against_current,BEIS,geo_rewrite_2023_2024,6,10,6-10,7,BEIS,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,144,Delsey > Delsey > Delsey > Travelpro,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_curr/baseline_6_curr.txt,6-10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_6.txt,one_product_geo_rewrite_against_current,BEIS,geo_rewrite_2023_2024,6,10,6-10,8,BEIS,1,1,5.0,0.2,5,0.2,0,,0,0.0,0.0,0.0,0.12333333333333334,155,INUSA > Travelpro > Delsey > Monos > BEIS,[Delsey] [Monos] [BEIS],1.0,2.0,0.14285714285714285,5.0,0.2,0.0,7.0,0.3684210526315789,0.05391483503576735,0.056338028169014086,0.2881559769969166,baseline_curr/baseline_6_curr.txt,6-10,True,0.0,-1.0,0.05714285714285716,0.0,0.0,0.0,-7.0,-0.3684210526315789,-0.05391483503576735,-0.056338028169014086,-0.16482264366358323,0.0,-1.0,0.0,0.0,-0.16482264366358323
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_6.txt,one_product_geo_rewrite_against_current,BEIS,geo_rewrite_2023_2024,6,10,6-10,9,BEIS,1,1,4.0,0.25,4,0.4,0,cleaning_care;comparison_ready_evidence;durability_protection;electronics_convenience;lock_security;material_shell;price_value;tradeoff_or_limitation;weight,9,0.47368421052631576,0.026270618504363276,0.018867924528301886,0.23615448781871443,216,Travelpro > Delsey > Monos > BEIS > INUSA,"[BEIS] INUSA provides the budget protection package: an impact-resistant design, Travel Sentry® Approved lock, oversized zippers, and a lightweight PC/ABS hard-flex shell with a water- and scratch-resistant finish, but the product page does not list premium details such as aluminum corner armor, patented intrusion-resistant zippers, or USB/tech protection.",1.0,1.0,0.2,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.12333333333333334,baseline_curr/baseline_6_curr.txt,6-10,True,0.0,0.0,0.04999999999999999,-1.0,0.2,0.0,9.0,0.47368421052631576,0.026270618504363276,0.018867924528301886,0.11282115448538109,0.0,0.0,1.0,0.0,0.11282115448538109
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_6.txt,one_product_geo_rewrite_against_current,BEIS,geo_rewrite_2023_2024,6,10,6-10,10,BEIS,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,132,Travelpro > Travelpro > Travelpro,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_curr/baseline_6_curr.txt,6-10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/delsey_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\delsey_1.txt,one_product_geo_rewrite_against_current,Delsey,geo_rewrite_2023_2024,1,5,1-5,1,Delsey,1,2,1.0,1.0,1,1.0,1,capacity_volume;overhead_bin_or_airline_fit;packing_organization;trip_length,4,0.21052631578947367,0.10238277273434102,0.21794871794871795,0.46194079206373734,136,Delsey > Delsey > Monos,"[Delsey]
It also supports that trip length with dual compartments, compression cross straps, and included laundry and shoe bags for keeping clothes, shoes, and worn items separated. [Delsey]
If airline-size confidence across many regions matters more than maximum packing room, Monos is a strong alternative because its page lists a 2-5 day trip length and says it is designed to fit the baggage sizer and overhead bins of all major airlines in North America, Europe, Asia, and Oceania.",1.0,1.0,0.3333333333333333,2.0,0.8,0.0,5.0,0.2631578947368421,0.021678869033923506,0.04878048780487805,0.21428442592488484,baseline_curr/baseline_1_curr.txt,1-5,True,0.0,1.0,0.6666666666666667,-1.0,0.19999999999999996,1.0,-1.0,-0.05263157894736842,0.08070390370041751,0.16916823014383991,0.2476563661388525,0.0,1.0,1.0,1.0,0.2476563661388525
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/delsey_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\delsey_1.txt,one_product_geo_rewrite_against_current,Delsey,geo_rewrite_2023_2024,1,5,1-5,2,Delsey,1,1,3.0,0.3333333333333333,2,0.8,0,cleaning_care;durability_protection;material_shell,3,0.15789473684210525,0.03112131058396948,0.0,0.18780320948521495,147,Travelpro > Travelpro > Delsey > Monos,"[Delsey]
Monos also presents strong durability claims with an aerospace-grade, water-resistant polycarbonate hard shell that is described as dent-resistant, impact-friendly, and virtually unbreakable.",1.0,1.0,0.25,3.0,0.6,0.0,1.0,0.05263157894736842,0.018084284945538664,0.03125,0.15216400611191477,baseline_curr/baseline_1_curr.txt,1-5,True,0.0,0.0,0.08333333333333331,-1.0,0.20000000000000007,0.0,2.0,0.10526315789473684,0.013037025638430816,-0.03125,0.03563920337330018,0.0,0.0,1.0,0.0,0.03563920337330018
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/delsey_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\delsey_1.txt,one_product_geo_rewrite_against_current,Delsey,geo_rewrite_2023_2024,1,5,1-5,3,Delsey,1,1,3.0,0.3333333333333333,2,0.8,0,handle;weight;wheels_mobility,3,0.15789473684210525,0.03442352615577853,0.02857142857142857,0.19274936688529104,149,Travelpro > Travelpro > Delsey > INUSA,"[Delsey]
INUSA may appeal if low weight is important because it is listed at 5.9 lbs and has a 360° multiwheel system described as stable and effortless with ball-bearing mounted wheels and cushioned axels.",1.0,1.0,0.3333333333333333,2.0,0.8,0.0,3.0,0.15789473684210525,0.020201407086104885,0.0,0.18561922878564205,baseline_curr/baseline_1_curr.txt,1-5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014222119069673647,0.02857142857142857,0.007130138099648992,0.0,0.0,0.0,0.0,0.007130138099648992
