comparison,mode,source_file_geo,source_path,run_type,focal_geo_product,version_status_for_product,prompt_set_start,prompt_set_end,prompt_set_label_geo,question_id,product,cited_geo,ref_count_geo,first_citation_index,first_citation_score_geo,citation_position_proxy_geo,citation_position_score_geo,citation_share_of_voice_geo,recommendation_rank_proxy_geo,rank_score_proxy_geo,top1_cited_flag_geo,brand_mentioned_geo,brand_mention_count_geo,first_mention_index,first_mention_score_geo,mention_share_of_voice_geo,mention_position_proxy_geo,mention_position_score_geo,average_mention_position_proxy_geo,top1_mentioned_flag,feature_categories,feature_count_geo,feature_coverage_geo,tfidf_product_answer_similarity_geo,bigram_overlap_product_answer_geo,pais_product_answer_influence_score_geo,brand_context_sentiment_score_geo,brand_context_positive_hits_geo,brand_context_negative_hits_geo,answer_word_count,citation_sequence,cited_answer_sentences,mentioned_answer_sentences,cited_baseline,ref_count_baseline,first_citation_score_baseline,recommendation_rank_proxy_baseline,rank_score_proxy_baseline,top1_cited_flag_baseline,feature_count_baseline,feature_coverage_baseline,tfidf_product_answer_similarity_baseline,bigram_overlap_product_answer_baseline,pais_product_answer_influence_score_baseline,brand_mentioned_baseline,brand_mention_count_baseline,mention_share_of_voice_baseline,citation_share_of_voice_baseline,first_mention_score_baseline,mention_position_proxy_baseline,mention_position_score_baseline,average_mention_position_proxy_baseline,citation_position_proxy_baseline,citation_position_score_baseline,brand_context_sentiment_score_baseline,brand_context_positive_hits_baseline,brand_context_negative_hits_baseline,source_file_baseline,prompt_set_label_baseline,baseline_match_found,delta_cited,delta_ref_count,delta_first_citation_score,delta_recommendation_rank_proxy,delta_rank_score_proxy,delta_top1_cited_flag,delta_feature_count,delta_feature_coverage,delta_tfidf_product_answer_similarity,delta_bigram_overlap_product_answer,delta_pais_product_answer_influence_score,delta_brand_mentioned,delta_brand_mention_count,delta_mention_share_of_voice,delta_citation_share_of_voice,delta_first_mention_score,delta_mention_position_proxy,delta_mention_position_score,delta_average_mention_position_proxy,delta_citation_position_proxy,delta_citation_position_score,delta_brand_context_sentiment_score,delta_brand_context_positive_hits,delta_brand_context_negative_hits,delta_citation_rate,delta_mean_ref_count,rank_improvement_geo_minus_baseline,delta_top1_cited_share,delta_pais
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,away_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\away_16.txt,one_product_geo_rewrite,Away,geo_rewrite_2023_2024,16,20,16-20,16,Away,1,1,1.0,1.0,1,1.0,0.2,1,1.0,1,1,2,1.0,1.0,0.2222222222222222,1,1.0,1,1,capacity_volume;lock_security;material_shell;overhead_bin_or_airline_fit;wheels_mobility,5,0.2631578947368421,0.10136623896369415,0.1111111111111111,0.3729048267401072,1.0,8,0,259,Away > July > BR > Century > Rimowa,"[Away] July is marketed as “Carry On,” says it is approved to fit as carry-on for Australian and International standards, has a German polycarbonate shell, SilentMove 360° spinner wheels, an integrated TSA lock, and 42 L of capacity.","The products that clearly meet the strict checklist from the product-page text are Away and July. Away is marketed as “The Carry-On,” says it fits overhead on most major airlines, has a durable lightweight 100% polycarbonate hard shell, premium 360° smooth-gliding wheels, a TSA-approved combination lock with Travel Sentry language, and 39.8 L of capacity.",1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.2631578947368421,0.031342603562265425,0.075,0.3534834329931548,1.0,2.0,0.2,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,baseline_16.txt,16-20,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07002363540142872,0.03611111111111111,0.019421393746952398,0.0,0.0,0.0222222222222222,0.05714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.019421393746952398
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,away_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\away_16.txt,one_product_geo_rewrite,Away,geo_rewrite_2023_2024,16,20,16-20,17,Away,1,1,3.0,0.3333333333333333,3,0.6,0.2,3,0.6,0,1,1,7.0,0.14285714285714285,0.1111111111111111,3,0.6,3,0,capacity_volume;cleaning_care;dimensions;expansion;packing_organization;tradeoff_or_limitation;warranty_trial_return;weight,8,0.42105263157894735,0.02853423680967022,0.041666666666666664,0.24616737367772354,0.3333333333333333,2,1,211,Rimowa > July > Away > BR > Century,"[Away]

Briggs & Riley has the largest listed maximum capacity at 37-48 L and excellent organization and travel features, but it weighs 10 lb, so its packing space per pound is less attractive unless the shopper specifically values expansion, flat packing, garment care, exterior access, and the lifetime guarantee.","Away is close as a safer mainstream alternative, with 39.8 L at 7.5 lb, a TSA-approved combination lock, 360° wheels, interior compression, mesh pockets, a hanging pocket, and a laundry bag.",1.0,2.0,0.3333333333333333,3.0,0.6,0.0,8.0,0.42105263157894735,0.040410579261428346,0.022222222222222223,0.32895930883474184,1.0,2.0,0.16666666666666666,0.25,0.14285714285714285,3.0,0.6,3.0,3.0,0.6,0.6,8.0,2.0,baseline_16.txt,16-20,True,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011876342451758126,0.01944444444444444,-0.0827919351570183,0.0,-1.0,-0.05555555555555555,-0.04999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.26666666666666666,-6.0,-1.0,0.0,-1.0,0.0,0.0,-0.0827919351570183
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,away_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\away_16.txt,one_product_geo_rewrite,Away,geo_rewrite_2023_2024,16,20,16-20,18,Away,1,2,1.0,1.0,1,1.0,0.16666666666666666,1,1.0,1,1,2,1.0,1.0,0.09090909090909091,1,1.0,1,1,capacity_volume;dimensions;durability_protection;expansion;handle;lock_security;overhead_bin_or_airline_fit;packing_organization;warranty_trial_return;wheels_mobility,10,0.5263157894736842,0.07083487716132063,0.04950495049504951,0.4935225425679251,0.5,6,2,392,Away > July > BR > Away > Century > BR > Rimowa > BR > July > Century > Century > Rimowa,"[Away]

For overpackers, July and Briggs & Riley are the strongest matches: July lists 42 L of capacity and a Y-Strap compression system, while Briggs & Riley expands from 37 L to 48 L with its CX one-touch expansion and compression system. [Away] [Hartmann] [Briggs & Riley] [RIMOWA] For frequent flyers and business travelers, Briggs & Riley is the best match because it emphasizes an ultimate domestic carry-on, CX expansion, an Outsider handle for a flat packing surface, a garment folder, cinch-down garment panels, 360° shock-absorbing spinner wheels, exterior pockets, a PowerPocket, TSA/Travel Sentry lock language, and a no-proof-of-purchase lifetime repair guarantee.","The safest default choice for a first serious carry-on is Away because its page gives a very complete, easy-to-understand package: carry-on positioning, fit guidance for most major airlines, 39.8 L capacity, 7.5 lb weight, 100% polycarbonate hard shell, 360° wheels, TSA-approved Travel Sentry lock language, compression, multiple interior pockets, a laundry bag, 4.7 rating from 4,917 reviews, free shipping, free returns, a 100-day unused-item return window, and a limited warranty covering functional elements. For budget shoppers, Away is the clearest pick among pages that show a price because it is listed at $275, while Hartmann is $370, Briggs & Riley is $699, and RIMOWA is $700; the July page text provided does not show a price.",1.0,2.0,1.0,1.0,1.0,1.0,11.0,0.5789473684210527,0.043044776289138234,0.02702702702702703,0.49511914966275894,1.0,2.0,0.11764705882352941,0.18181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,5.0,2.0,baseline_16.txt,16-20,True,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.052631578947368474,0.027790100872182394,0.02247792346802248,-0.0015966070948338351,0.0,0.0,-0.0267379679144385,-0.015151515151515166,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857145,1.0,0.0,0.0,0.0,0.0,0.0,-0.0015966070948338351
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,away_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\away_16.txt,one_product_geo_rewrite,Away,geo_rewrite_2023_2024,16,20,16-20,19,Away,1,1,1.0,1.0,1,1.0,0.2,1,1.0,1,1,2,1.0,1.0,0.3333333333333333,1,1.0,1,1,material_shell;sustainability;weight,3,0.15789473684210525,0.03192259081545799,0.029411764705882353,0.3257085635707283,0.2,3,2,216,Away > BR > Century > July > Rimowa,"[Away] I would not recommend Briggs & Riley to shoppers whose checklist requires a hard shell or very low weight, because the page lists ballistic nylon fabric as the material and gives a 10 lb weight.","I would not recommend Away to shoppers who regularly need more than a short-trip carry-on, because the page describes it as Away’s smallest suitcase for quick trips of 3-5 days and says it fits 5-7 outfits.",1.0,1.0,0.16666666666666666,5.0,0.2,0.0,0.0,0.0,0.05134042208591267,0.0,0.12693475108384922,1.0,2.0,0.2857142857142857,0.16666666666666666,0.16666666666666666,5.0,0.2,5.0,6.0,0.0,0.0,3.0,3.0,baseline_16.txt,16-20,True,0.0,0.0,0.8333333333333334,-4.0,0.8,1.0,3.0,0.15789473684210525,-0.019417831270454683,0.029411764705882353,0.1987738124868791,0.0,0.0,0.047619047619047616,0.033333333333333354,0.8333333333333334,-4.0,0.8,-4.0,-5.0,1.0,0.2,0.0,-1.0,0.0,0.0,4.0,1.0,0.1987738124868791
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,away_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\away_16.txt,one_product_geo_rewrite,Away,geo_rewrite_2023_2024,16,20,16-20,20,Away,1,1,1.0,1.0,1,1.0,0.2,1,1.0,1,1,1,1.0,1.0,0.14285714285714285,1,1.0,1,1,capacity_volume;comparison_ready_evidence;dimensions;lock_security;price_value;sustainability;warranty_trial_return;weight,8,0.42105263157894735,0.07102183085132055,0.05128205128205128,0.38944053351169455,1.0,5,0,271,Away > BR > July > Rimowa > Century,"[Away] Briggs & Riley is also very strong for comparison because it gives price, product positioning, detailed interior and exterior feature lists, capacity range, weight, exterior and interior dimensions, material, TSA/Travel Sentry lock language, and a detailed lifetime repair guarantee.","Away provides one of the clearest pages for comparison because it gives price, review count, shipping and return claims, carry-on fit language, trip-length guidance, exterior and interior measurements, weight, capacity, shell material, wheels, lock details, Travel Sentry explanation, organization features, laundry bag, warranty information, and return caveats for unused and personalized items.",1.0,2.0,1.0,1.0,1.0,1.0,14.0,0.7368421052631579,0.10038943039191774,0.045454545454545456,0.5409311556158637,1.0,3.0,0.21428571428571427,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,8.0,4.0,baseline_16.txt,16-20,True,0.0,-1.0,0.0,0.0,0.0,0.0,-6.0,-0.3157894736842105,-0.029367599540597186,0.0058275058275058245,-0.15149062210416914,0.0,-2.0,-0.07142857142857142,0.033333333333333354,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,-3.0,-4.0,0.0,-1.0,0.0,0.0,-0.15149062210416914
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,away_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\away_6.txt,one_product_geo_rewrite,Away,geo_rewrite_2023_2024,6,10,6-10,6,Away,1,1,2.0,0.5,2,0.8,0.3333333333333333,2,0.8,0,1,1,4.0,0.25,0.2,2,0.8,2,0,overhead_bin_or_airline_fit;tradeoff_or_limitation;weight,3,0.15789473684210525,0.058217632726208106,0.11428571428571428,0.24369866438985316,-1.0,0,3,135,Century > Away > Century,"[Away] The travel-size limitation to keep in mind is that Hartmann says carry-on size and weight allowances vary by airline, and that if the bag is overstuffed, it may not be accepted by airlines.","The product page does not say it is specifically for a 3-5 day trip, so if that trip-length claim matters, Away is the only page here that explicitly says its carry-on is made for quick trips of 3-5 days.",1.0,1.0,0.3333333333333333,2.0,0.8,0.0,0.0,0.0,0.023074255325121296,0.0,0.15461485106502426,1.0,1.0,0.25,0.25,0.3333333333333333,2.0,0.8,2.0,3.0,0.6,0.3333333333333333,2.0,1.0,baseline_6.txt,6-10,True,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,3.0,0.15789473684210525,0.035143377401086806,0.11428571428571428,0.0890838133248289,0.0,0.0,-0.04999999999999999,0.08333333333333331,-0.08333333333333331,0.0,0.0,0.0,-1.0,0.20000000000000007,-1.3333333333333333,-2.0,2.0,0.0,0.0,0.0,0.0,0.0890838133248289
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,away_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\away_6.txt,one_product_geo_rewrite,Away,geo_rewrite_2023_2024,6,10,6-10,7,Away,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,140,BR > BR > BR > BR,,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,baseline_6.txt,6-10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,away_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\away_6.txt,one_product_geo_rewrite,Away,geo_rewrite_2023_2024,6,10,6-10,8,Away,1,2,1.0,1.0,1,1.0,0.3333333333333333,1,1.0,1,1,2,1.0,1.0,0.2857142857142857,1,1.0,1,1,dimensions;electronics_convenience;expansion;packing_organization;price_value;warranty_trial_return;weight;wheels_mobility,8,0.42105263157894735,0.0271655198234494,0.0410958904109589,0.46247468050878987,0.5,6,2,143,Away > Rimowa > Away > Century > July > Rimowa,"[Away] It is not the lightest option in the provided pages: RIMOWA is 4.9 lbs, while Away is 7.5 lbs. [RIMOWA] [Away] Compared with higher-priced options, you may give up features such as Hartmann’s 1.5-inch expansion, integrated USB port, and removable garment sleeve; July’s ejectable USB-C battery, reinforced bumpers, and lifetime manufacturing-fault warranty; and RIMOWA’s very low 4.9-lb weight, Multiwheel system, and lifetime guarantee.","Away seems like the best budget-conscious hard-shell carry-on that still has spinner wheels, a TSA or Travel Sentry lock, and basic packing organization, because it is priced at $275 and has a durable lightweight 100% polycarbonate hard shell, premium 360-degree smooth-gliding wheels, a TSA-approved combination lock, interior compression, three mesh pockets, a hanging pocket, and a laundry bag. It is not the lightest option in the provided pages: RIMOWA is 4.9 lbs, while Away is 7.5 lbs.",1.0,2.0,1.0,1.0,1.0,1.0,7.0,0.3684210526315789,0.04214006675665839,0.0625,0.4581538905443142,1.0,2.0,0.2,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.25,5.0,3.0,baseline_6.txt,6-10,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05263157894736842,-0.014974546933208991,-0.021404109589041098,0.0043207899644756576,0.0,0.0,0.08571428571428569,0.08333333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,-1.0,0.0,0.0,0.0,0.0,0.0043207899644756576
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,away_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\away_6.txt,one_product_geo_rewrite,Away,geo_rewrite_2023_2024,6,10,6-10,9,Away,1,1,3.0,0.3333333333333333,3,0.6,0.2,3,0.6,0,1,1,3.0,0.3333333333333333,0.14285714285714285,3,0.6,3,0,comparison_ready_evidence;dimensions;durability_protection;lock_security;material_shell;tradeoff_or_limitation,6,0.3157894736842105,0.0675646616199373,0.10344827586206896,0.2421880684401399,1.0,3,0,181,July > BR > Away > Century > Rimowa,"[Away] Hartmann adds a recessed TSA lock and a durable 100% polycarbonate exterior with metallic film, but the page gives fewer rough-handling protection details than July or Briggs & Riley.","Away is a strong hard-shell security option with a rigorously tested 100% polycarbonate shell, ergonomic reverse-coil zippers described as adding extra security, and a TSA-approved combination lock.",1.0,1.0,0.25,3.0,0.6,0.0,6.0,0.3157894736842105,0.027069157651666422,0.07407407407407407,0.21301617071161982,1.0,1.0,0.1111111111111111,0.125,0.25,3.0,0.6,3.0,4.0,0.4,0.0,2.0,2.0,baseline_6.txt,6-10,True,0.0,0.0,0.08333333333333331,0.0,0.0,0.0,0.0,0.0,0.04049550396827087,0.029374201787994894,0.02917189772852008,0.0,0.0,0.031746031746031744,0.07500000000000001,0.08333333333333331,0.0,0.0,0.0,-1.0,0.19999999999999996,1.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.02917189772852008
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,away_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\away_6.txt,one_product_geo_rewrite,Away,geo_rewrite_2023_2024,6,10,6-10,10,Away,0,0,,0.0,6,0.0,0.0,6,0.0,0,1,1,3.0,0.3333333333333333,0.25,2,0.8,2,0,,0,0.0,0.0,0.0,0.0,-1.0,0,1,168,BR > BR > BR > Century,,"The product-page text does not say it has a dedicated wet-item pocket or tracking-device pocket, but it does include a hide-away ID tag for discreet identification.",1.0,1.0,0.3333333333333333,2.0,0.8,0.0,6.0,0.3157894736842105,0.04118482427959061,0.075,0.23264485959276024,1.0,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,2.0,0.8,2.0,3.0,0.6,0.0,2.0,2.0,baseline_6.txt,6-10,True,-1.0,-1.0,-0.3333333333333333,4.0,-0.8,0.0,-6.0,-0.3157894736842105,-0.04118482427959061,-0.075,-0.23264485959276024,0.0,0.0,0.08333333333333334,-0.16666666666666666,0.0,0.0,0.0,0.0,3.0,-0.6,-1.0,-2.0,-1.0,-1.0,-1.0,-4.0,0.0,-0.23264485959276024
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_1.txt,one_product_geo_rewrite,BR,geo_rewrite_2023_2024,1,5,1-5,1,BR,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,134,Away > Away > July,,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,baseline_1.txt,1-5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_1.txt,one_product_geo_rewrite,BR,geo_rewrite_2023_2024,1,5,1-5,2,BR,1,1,1.0,1.0,1,1.0,0.3333333333333333,1,1.0,1,1,3,1.0,1.0,0.42857142857142855,1,1.0,1,1,durability_protection;lock_security;material_shell,3,0.15789473684210525,0.0300673546419383,0.027777777777777776,0.3250924182968087,1.0,7,0,147,BR > July > Away,"[Briggs & Riley]
July looks strongest for hard-shell impact protection because it uses 100% aerospace-grade German polycarbonate, reinforced bumpers, anodized aluminum bumpers for extra protection on hard drops, YKK Japanese zippers, and an integrated TSA lock.","If durability and protection are the top priorities, I would shortlist Briggs & Riley and July rather than picking only one. Briggs & Riley looks strongest for long-term durability confidence because it uses strong ballistic nylon that resists wear, impact-resistant corner guards, self-repairing YKK zippers, and a lifetime guarantee that says the company will repair a broken or damaged bag free of charge with no proof of purchase and no questions asked. Away also offers a rigorously tested 100% polycarbonate shell and warranty coverage for shell, wheels, handles, zippers, and many functional elements, but the page gives fewer high-impact protection details than July and Briggs & Riley.",1.0,1.0,0.3333333333333333,2.0,0.8,0.0,0.0,0.0,0.06353184887173624,1.0,0.31270636977434724,1.0,1.0,0.5,0.3333333333333333,0.5,2.0,0.8,2.0,3.0,0.6,1.0,1.0,0.0,baseline_1.txt,1-5,True,0.0,0.0,0.6666666666666667,-1.0,0.19999999999999996,1.0,3.0,0.15789473684210525,-0.03346449422979794,-0.9722222222222222,0.012386048522461446,0.0,2.0,-0.07142857142857145,0.0,0.5,-1.0,0.19999999999999996,-1.0,-2.0,0.4,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.012386048522461446
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_1.txt,one_product_geo_rewrite,BR,geo_rewrite_2023_2024,1,5,1-5,3,BR,1,1,4.0,0.25,4,0.4,0.25,4,0.4,0,1,1,9.0,0.1111111111111111,0.1111111111111111,4,0.4,4,0,,0,0.0,0.0627854017117994,1.0,0.29589041367569324,0.0,0,0,130,Rimowa > Away > July > BR,[Briggs & Riley],"Briggs & Riley has 360-degree shock-absorbing spinner wheels and multiple grab handles, but its page lists a 10 lb weight, so it may feel heavier to lift or maneuver than the lighter options.",0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,baseline_1.txt,1-5,True,1.0,1.0,0.25,-2.0,0.4,0.0,0.0,0.0,0.0627854017117994,1.0,0.29589041367569324,1.0,1.0,0.1111111111111111,0.25,0.1111111111111111,-2.0,0.4,-2.0,-2.0,0.4,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.29589041367569324
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_1.txt,one_product_geo_rewrite,BR,geo_rewrite_2023_2024,1,5,1-5,4,BR,1,1,2.0,0.5,2,0.8,0.25,2,0.8,0,1,4,2.0,0.5,0.4444444444444444,2,0.8,2,0,comparison_ready_evidence;durability_protection;material_shell;packing_organization;tradeoff_or_limitation,5,0.2631578947368421,0.04286732654069621,0.029411764705882353,0.24895014229472337,0.42857142857142855,5,2,156,Away > BR > Century > July,"[Briggs & Riley]
Hartmann also provides a removable garment sleeve, a spacious compartment, ample zippered pockets, and durable nylon tie-down straps, but its page provides less detail about laundry or compression than Away and Briggs & Riley.","Briggs & Riley is the best organizational choice for travelers packing formalwear because it has CX expansion and compression, a crease-reducing garment folder, cinch-down garment panels, two mesh-lid zip pockets, and a flat interior packing surface from the exterior-mounted Outsider handle. Hartmann also provides a removable garment sleeve, a spacious compartment, ample zippered pockets, and durable nylon tie-down straps, but its page provides less detail about laundry or compression than Away and Briggs & Riley.",1.0,1.0,0.5,2.0,0.8,0.0,3.0,0.15789473684210525,0.045243020463116776,0.0625,0.23333588479437775,1.0,2.0,0.4,0.3333333333333333,0.5,2.0,0.8,2.0,2.0,0.8,0.0,1.0,1.0,baseline_1.txt,1-5,True,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10526315789473684,-0.0023756939224205686,-0.03308823529411765,0.015614257500345619,0.0,2.0,0.0444444444444444,-0.08333333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,4.0,1.0,0.0,0.0,0.0,0.0,0.015614257500345619
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,br_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\br_1.txt,one_product_geo_rewrite,BR,geo_rewrite_2023_2024,1,5,1-5,5,BR,1,2,2.0,0.5,2,0.8,0.3333333333333333,2,0.8,0,1,2,2.0,0.5,0.25,2,0.8,2,0,overhead_bin_or_airline_fit;tradeoff_or_limitation;weight,3,0.15789473684210525,0.06066030090569127,0.13559322033898305,0.33071665726707344,0.5,6,2,259,Away > BR > BR > Century > Rimowa > July,"[Briggs & Riley]
However, Briggs & Riley expands from 9"" to 11.5"" deep, so the page’s own fit confidence depends on compressing it back down for most US overhead bins. [Briggs & Riley]
Hartmann gives less confidence on travel limitations because its page warns that carry-on size and weight allowances vary by airline and that an overstuffed bag may not be accepted.","Briggs & Riley gives the strongest repair confidence because its guarantee says broken or damaged bags are repaired free of charge with no proof of purchase and no questions asked, and it includes a TSA-approved combination cable lock. However, Briggs & Riley expands from 9"" to 11.5"" deep, so the page’s own fit confidence depends on compressing it back down for most US overhead bins.",1.0,1.0,0.3333333333333333,3.0,0.6,0.0,7.0,0.3684210526315789,0.05422778240715125,0.047619047619047616,0.24167262415060317,1.0,3.0,0.375,0.2,0.3333333333333333,3.0,0.6,3.0,3.0,0.6,0.42857142857142855,5.0,2.0,baseline_1.txt,1-5,True,0.0,1.0,0.16666666666666669,-1.0,0.20000000000000007,0.0,-4.0,-0.21052631578947367,0.00643251849854002,0.08797417271993543,0.08904403311647027,0.0,-1.0,-0.125,0.1333333333333333,0.16666666666666669,-1.0,0.20000000000000007,-1.0,-1.0,0.20000000000000007,0.07142857142857145,1.0,0.0,0.0,1.0,1.0,0.0,0.08904403311647027
