comparison,mode,source_file,source_path,run_type,focal_current_product,version_status_for_product,prompt_set_start,prompt_set_end,prompt_set_label,question_id,product,cited,ref_count,first_citation_index,first_citation_score,citation_position_proxy,citation_position_score,citation_share_of_voice,recommendation_rank_proxy,rank_score_proxy,top1_cited_flag,brand_mentioned,brand_mention_count,first_mention_index,first_mention_score,mention_share_of_voice,mention_position_proxy,mention_position_score,average_mention_position_proxy,top1_mentioned_flag,feature_categories,feature_count,feature_coverage,tfidf_product_answer_similarity,bigram_overlap_product_answer,pais_product_answer_influence_score,brand_context_sentiment_score,brand_context_positive_hits,brand_context_negative_hits,answer_word_count,citation_sequence,cited_answer_sentences,mentioned_answer_sentences
01_2023_2024_original_vs_2026_current,baseline,baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_1.txt,baseline_all_original,,original_2023_2024,1,5,1-5,3,Away,1,1,4.0,0.25,4,0.4,0.25,3,0.6,0,1,2,5.0,0.2,0.25,3,0.6,3,0,,0,0.0,0.023074255325121296,0.0,0.1379481843983576,1.0,3,0,111,Rimowa > Rimowa > July > Away,[July] [Away],"If streets and cobblestones matter more than weight, July and Away also look strong because July says its SilentMove 360-degree spinner wheels are extremely quiet and can handle European cobblestones, while Away says its smooth-gliding wheels give an easy ride in busy airports and on cobblestone streets."
01_2023_2024_original_vs_2026_current,baseline,baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_1.txt,baseline_all_original,,original_2023_2024,1,5,1-5,3,BR,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,111,Rimowa > Rimowa > July > Away,,
01_2023_2024_original_vs_2026_current,baseline,baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_1.txt,baseline_all_original,,original_2023_2024,1,5,1-5,3,Century,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,111,Rimowa > Rimowa > July > Away,,
01_2023_2024_original_vs_2026_current,baseline,baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_1.txt,baseline_all_original,,original_2023_2024,1,5,1-5,3,July,1,1,3.0,0.3333333333333333,3,0.6,0.25,2,0.8,0,1,3,4.0,0.25,0.375,2,0.8,2,0,,0,0.0,0.05485880025056699,0.0,0.1609717600501134,1.0,3,0,111,Rimowa > Rimowa > July > Away,[July] [Away],"If streets and cobblestones matter more than weight, July and Away also look strong because July says its SilentMove 360-degree spinner wheels are extremely quiet and can handle European cobblestones, while Away says its smooth-gliding wheels give an easy ride in busy airports and on cobblestone streets."
01_2023_2024_original_vs_2026_current,baseline,baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_1.txt,baseline_all_original,,original_2023_2024,1,5,1-5,3,Rimowa,1,2,1.0,1.0,1,1.0,0.5,1,1.0,1,1,3,1.0,1.0,0.375,1,1.0,1,1,handle;weight;wheels_mobility,3,0.15789473684210525,0.07345978604814679,0.14285714285714285,0.4343661426732885,1.0,5,0,111,Rimowa > Rimowa > July > Away,"[RIMOWA] Its T-Bar telescopic handle has three-stage adjustment for comfort and smooth manoeuvrability. [RIMOWA] If streets and cobblestones matter more than weight, July and Away also look strong because July says its SilentMove 360-degree spinner wheels are extremely quiet and can handle European cobblestones, while Away says its smooth-gliding wheels give an easy ride in busy airports and on cobblestone streets.",RIMOWA Essential Lite Cabin seems easiest to move through airports and crowded spaces because it is the lightest listed option at 4.9 lbs and has a Multiwheel system described as providing stable and effortless steering with ball-bearing mounted wheels and cushioned axles.
01_2023_2024_original_vs_2026_current,baseline,baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_1.txt,baseline_all_original,,original_2023_2024,1,5,1-5,4,Away,1,1,1.0,1.0,1,1.0,0.3333333333333333,1,1.0,1,1,1,1.0,1.0,0.2,1,1.0,1,1,dimensions;expansion;lock_security;packing_organization,4,0.21052631578947367,0.03847598956148752,0.0,0.3331337944035256,1.0,2,0,130,Away > BR > July,"[Away] Briggs & Riley is the better pick for wrinkle-prone clothes or garment organization because it has CX expansion and compression, a built-in crease-reducing garment folder, cinch-down garment panels, two mesh-lid zip pockets, a large front pocket, and an exterior pocket for security-checkpoint essentials.","Away The Carry-On seems best for all-around packing organization because its page describes one compartment for clothes and one for bulkier items such as shoes and toiletries, a double-buckle compression pad, three mesh pockets plus one hanging pocket, and a water-resistant laundry bag."
01_2023_2024_original_vs_2026_current,baseline,baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_1.txt,baseline_all_original,,original_2023_2024,1,5,1-5,4,BR,1,1,2.0,0.5,2,0.8,0.3333333333333333,2,0.8,0,1,2,2.0,0.5,0.4,2,0.8,2,0,comparison_ready_evidence;packing_organization;tradeoff_or_limitation,3,0.15789473684210525,0.045243020463116776,0.0625,0.23333588479437775,0.0,1,1,130,Away > BR > July,"[Briggs & Riley] July covers laundry and compression well with a hidden odour-proof laundry bag and Y-Strap compression system, but its page gives less detail about small-item pockets or separate compartments.","Briggs & Riley is the better pick for wrinkle-prone clothes or garment organization because it has CX expansion and compression, a built-in crease-reducing garment folder, cinch-down garment panels, two mesh-lid zip pockets, a large front pocket, and an exterior pocket for security-checkpoint essentials."
01_2023_2024_original_vs_2026_current,baseline,baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_1.txt,baseline_all_original,,original_2023_2024,1,5,1-5,4,Century,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,130,Away > BR > July,,
01_2023_2024_original_vs_2026_current,baseline,baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_1.txt,baseline_all_original,,original_2023_2024,1,5,1-5,4,July,1,1,3.0,0.3333333333333333,3,0.6,0.3333333333333333,3,0.6,0,1,2,4.0,0.25,0.4,3,0.6,3,0,,0,0.0,0.1220613155356976,0.0,0.17441226310713953,-1.0,0,1,130,Away > BR > July,[July],"July covers laundry and compression well with a hidden odour-proof laundry bag and Y-Strap compression system, but its page gives less detail about small-item pockets or separate compartments."
01_2023_2024_original_vs_2026_current,baseline,baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_1.txt,baseline_all_original,,original_2023_2024,1,5,1-5,4,Rimowa,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,130,Away > BR > July,,
01_2023_2024_original_vs_2026_current,baseline,baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_1.txt,baseline_all_original,,original_2023_2024,1,5,1-5,5,Away,1,1,2.0,0.5,2,0.8,0.2,2,0.8,0,1,2,2.0,0.5,0.25,2,0.8,2,0,dimensions;expansion;lock_security;overhead_bin_or_airline_fit;tradeoff_or_limitation;warranty_trial_return;weight,7,0.3684210526315789,0.06442735229155645,0.07142857142857142,0.28061730003224616,0.42857142857142855,5,2,203,July > Away > BR > Century > Rimowa,"[Away] [Briggs & Riley] Hartmann provides a TSA lock, 1.5 inch expansion, and a limited 10 year global warranty, but its page also warns that carry-on size and weight allowances vary by airline and that an overstuffed bag may not be accepted.","domestic overhead-bin confidence, Away and Briggs & Riley have stronger page wording because Away says it fits overhead on most major airlines and almost any flight, while Briggs & Riley says its CX system compresses the bag for an easy fit in most U.S."
01_2023_2024_original_vs_2026_current,baseline,baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_1.txt,baseline_all_original,,original_2023_2024,1,5,1-5,5,BR,1,1,3.0,0.3333333333333333,3,0.6,0.2,3,0.6,0,1,3,3.0,0.3333333333333333,0.375,3,0.6,3,0,dimensions;expansion;lock_security;overhead_bin_or_airline_fit;tradeoff_or_limitation;warranty_trial_return;weight,7,0.3684210526315789,0.05422778240715125,0.047619047619047616,0.24167262415060317,0.42857142857142855,5,2,203,July > Away > BR > Century > Rimowa,"[Away] [Briggs & Riley] Hartmann provides a TSA lock, 1.5 inch expansion, and a limited 10 year global warranty, but its page also warns that carry-on size and weight allowances vary by airline and that an overstuffed bag may not be accepted.","domestic overhead-bin confidence, Away and Briggs & Riley have stronger page wording because Away says it fits overhead on most major airlines and almost any flight, while Briggs & Riley says its CX system compresses the bag for an easy fit in most U.S."
01_2023_2024_original_vs_2026_current,baseline,baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_1.txt,baseline_all_original,,original_2023_2024,1,5,1-5,5,Century,1,1,4.0,0.25,4,0.4,0.2,4,0.4,0,1,1,7.0,0.14285714285714285,0.125,4,0.4,4,0,dimensions;lock_security;overhead_bin_or_airline_fit;tradeoff_or_limitation;warranty_trial_return,5,0.2631578947368421,0.025305166291464575,0.058823529411764705,0.19984947495075936,-0.2,2,3,203,July > Away > BR > Century > Rimowa,"[Hartmann] RIMOWA offers TSA-approved locks and a lifetime guarantee, but its page gives only a 30 day return window and does not provide a specific airline-fit claim beyond the Cabin size and dimensions.","Hartmann provides a TSA lock, 1.5 inch expansion, and a limited 10 year global warranty, but its page also warns that carry-on size and weight allowances vary by airline and that an overstuffed bag may not be accepted."
01_2023_2024_original_vs_2026_current,baseline,baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_1.txt,baseline_all_original,,original_2023_2024,1,5,1-5,5,July,1,1,1.0,1.0,1,1.0,0.2,1,1.0,1,1,1,1.0,1.0,0.125,1,1.0,1,1,,0,0.0,0.1220613155356976,0.0,0.30774559644047284,1.0,6,0,203,July > Away > BR > Century > Rimowa,[July] For U.S.,"July gives the best overall purchase confidence when weighing size, security, warranty or trial, and travel limitations because its page lists 21.5 x 15 x 8.5 inch external dimensions, a 45 inch total linear dimension approved to fit as carry-on for Australian and International standards, an integrated TSA lock, an ejectable battery approved for flying across major airlines, a lifetime warranty on manufacturing faults, and 100 day returns for unpersonalised items."
01_2023_2024_original_vs_2026_current,baseline,baseline_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_1.txt,baseline_all_original,,original_2023_2024,1,5,1-5,5,Rimowa,1,1,5.0,0.2,5,0.2,0.2,5,0.2,0,1,1,8.0,0.125,0.125,5,0.2,5,0,,0,0.0,0.10056033310850526,0.0,0.14344539995503439,0.0,1,1,203,July > Away > BR > Century > Rimowa,[RIMOWA],"RIMOWA offers TSA-approved locks and a lifetime guarantee, but its page gives only a 30 day return window and does not provide a specific airline-fit claim beyond the Cabin size and dimensions."
01_2023_2024_original_vs_2026_current,baseline,baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_11.txt,baseline_all_original,,original_2023_2024,11,15,11-15,11,Away,1,1,1.0,1.0,1,1.0,0.2,1,1.0,1,1,2,1.0,1.0,0.2857142857142857,1,1.0,1,1,dimensions;overhead_bin_or_airline_fit;wheels_mobility,3,0.15789473684210525,0.05122057866066147,0.043478260869565216,0.33167813556432146,1.0,7,0,248,Away > July > BR > Century > Rimowa,"[Away]
July is also a strong airline-fit option because it gives external dimensions of 21.5"" H x 15"" W x 8.5"" D including wheels and says its 45"" total linear dimensions are approved to fit as carry-on for all Australian and International standards.","The safest options on the page text are Away and July, with caveats. Away gives the clearest airline-fit language: it says the bag is its smallest suitcase, ""sized to fit in all overhead bins,"" ""fits overhead on most major airlines,"" ""meets carry-on requirements for most major airlines,"" and ""will fit in the overhead bin of almost any flight,"" with exterior measurements of 21.7"" x 14.4"" x 9"" including wheels."
01_2023_2024_original_vs_2026_current,baseline,baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_11.txt,baseline_all_original,,original_2023_2024,11,15,11-15,11,BR,1,1,3.0,0.3333333333333333,3,0.6,0.2,3,0.6,0,1,1,5.0,0.2,0.14285714285714285,3,0.6,3,0,dimensions;overhead_bin_or_airline_fit;tradeoff_or_limitation,3,0.15789473684210525,0.050401670972157704,0.17142857142857143,0.21737356727713833,-1.0,0,1,248,Away > July > BR > Century > Rimowa,"[Briggs & Riley]
Hartmann gives a standard-looking 22"" x 14"" x 9"" overall size and 45"" linear dimension, but it warns that airline carry-on allowances vary and that an overstuffed bag may not be accepted.",Briggs & Riley looks safest when compressed for U.S.
01_2023_2024_original_vs_2026_current,baseline,baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_11.txt,baseline_all_original,,original_2023_2024,11,15,11-15,11,Century,1,1,4.0,0.25,4,0.4,0.2,4,0.4,0,1,1,6.0,0.16666666666666666,0.14285714285714285,4,0.4,4,0,dimensions;overhead_bin_or_airline_fit;tradeoff_or_limitation,3,0.15789473684210525,0.03756188207291796,0.0,0.172424657116338,-0.5,1,3,248,Away > July > BR > Century > Rimowa,"[Hartmann]
RIMOWA gives dimensions of 21.7"" x 15.8"" x 9.1"" but does not provide airline-fit language, so the relatively wider 15.8"" width and 9.1"" depth are items to double-check against stricter airlines.","Hartmann gives a standard-looking 22"" x 14"" x 9"" overall size and 45"" linear dimension, but it warns that airline carry-on allowances vary and that an overstuffed bag may not be accepted."
01_2023_2024_original_vs_2026_current,baseline,baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_11.txt,baseline_all_original,,original_2023_2024,11,15,11-15,11,July,1,1,2.0,0.5,2,0.8,0.2,2,0.8,0,1,2,2.0,0.5,0.2857142857142857,2,0.8,2,0,,0,0.0,0.026793795430190535,0.0,0.18869209241937146,1.0,3,0,248,Away > July > BR > Century > Rimowa,"[July]
Briggs & Riley looks safest when compressed for U.S.","The safest options on the page text are Away and July, with caveats. July is also a strong airline-fit option because it gives external dimensions of 21.5"" H x 15"" W x 8.5"" D including wheels and says its 45"" total linear dimensions are approved to fit as carry-on for all Australian and International standards."
01_2023_2024_original_vs_2026_current,baseline,baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_11.txt,baseline_all_original,,original_2023_2024,11,15,11-15,11,Rimowa,1,1,5.0,0.2,5,0.2,0.2,5,0.2,0,1,1,7.0,0.14285714285714285,0.14285714285714285,5,0.2,5,0,,0,0.0,0.10056033310850526,0.0,0.14344539995503439,-0.3333333333333333,1,2,248,Away > July > BR > Century > Rimowa,[RIMOWA],"RIMOWA gives dimensions of 21.7"" x 15.8"" x 9.1"" but does not provide airline-fit language, so the relatively wider 15.8"" width and 9.1"" depth are items to double-check against stricter airlines."
01_2023_2024_original_vs_2026_current,baseline,baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_11.txt,baseline_all_original,,original_2023_2024,11,15,11-15,12,Away,1,1,4.0,0.25,4,0.4,0.16666666666666666,3,0.6,0,1,1,4.0,0.25,0.16666666666666666,3,0.6,3,0,cleaning_care;dimensions;durability_protection;material_shell;sustainability;tradeoff_or_limitation,6,0.3157894736842105,0.028899999813875834,0.02564102564102564,0.20611738187910444,0.3333333333333333,4,2,224,July > July > BR > Away > Century > Rimowa,"[Away]
Hartmann says the exterior is durable 100% polycarbonate with metallic film and signature print, but the provided text does not mention stain resistance, scuff resistance, scratch resistance, water resistance, wipe-clean materials, or a protective finish by those terms.","Away mentions a durable, lightweight 100% polycarbonate shell that has been rigorously tested and designed to withstand harsh conditions, plus a water-resistant polyester laundry bag; however, the page does not mention stain, scuff, scratch, or wipe-clean claims for the suitcase shell."
01_2023_2024_original_vs_2026_current,baseline,baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_11.txt,baseline_all_original,,original_2023_2024,11,15,11-15,12,BR,1,1,3.0,0.3333333333333333,3,0.6,0.16666666666666666,2,0.8,0,1,1,3.0,0.3333333333333333,0.16666666666666666,2,0.8,2,0,cleaning_care;durability_protection;material_shell;packing_organization;tradeoff_or_limitation;weight,6,0.3157894736842105,0.02337167925008702,0.06818181818181818,0.22805950331413222,0.2,3,2,224,July > July > BR > Away > Century > Rimowa,"[Briggs & Riley]
Away mentions a durable, lightweight 100% polycarbonate shell that has been rigorously tested and designed to withstand harsh conditions, plus a water-resistant polyester laundry bag; however, the page does not mention stain, scuff, scratch, or wipe-clean claims for the suitcase shell.","Briggs & Riley says its ballistic nylon fabric resists wear and that it uses impact-resistant corner guards, so it gives good durability evidence, but the text does not mention stain resistance, water resistance, scuff resistance, scratch resistance, or wipe-clean materials."
01_2023_2024_original_vs_2026_current,baseline,baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_11.txt,baseline_all_original,,original_2023_2024,11,15,11-15,12,Century,1,1,5.0,0.2,5,0.2,0.16666666666666666,4,0.4,0,1,1,5.0,0.2,0.16666666666666666,4,0.4,4,0,cleaning_care;durability_protection;material_shell;tradeoff_or_limitation,4,0.21052631578947367,0.02319527770865884,0.0,0.17007765203295985,0.0,2,2,224,July > July > BR > Away > Century > Rimowa,"[Hartmann]
RIMOWA lists a polycarbonate outside and polyjacquard inside, but the provided text does not mention cleaning or resistance claims such as stain, scuff, scratch, water, or wipe-clean.","Hartmann says the exterior is durable 100% polycarbonate with metallic film and signature print, but the provided text does not mention stain resistance, scuff resistance, scratch resistance, water resistance, wipe-clean materials, or a protective finish by those terms."
01_2023_2024_original_vs_2026_current,baseline,baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_11.txt,baseline_all_original,,original_2023_2024,11,15,11-15,12,July,1,2,1.0,1.0,1,1.0,0.3333333333333333,1,1.0,1,1,2,1.0,1.0,0.3333333333333333,1,1.0,1,1,cleaning_care;durability_protection;material_shell;sustainability;tradeoff_or_limitation,5,0.2631578947368421,0.10152280335926821,0.125,0.45835280628588876,0.3333333333333333,2,1,224,July > July > BR > Away > Century > Rimowa,"[July]
July also points to durability-preserving features, including an aerospace-grade German polycarbonate shell, a curved eggshell design that minimizes damage, reinforced bumpers, and anodized aluminum bumpers for hard drops. [July]
Briggs & Riley says its ballistic nylon fabric resists wear and that it uses impact-resistant corner guards, so it gives good durability evidence, but the text does not mention stain resistance, water resistance, scuff resistance, scratch resistance, or wipe-clean materials.","July provides the clearest cleaning-related claims: it lists a water-resistant and stain-proof nylon lining, a nylon stain-proof laundry bag, and says all lining is stain-resistant, making accidents easy to clean up. July also points to durability-preserving features, including an aerospace-grade German polycarbonate shell, a curved eggshell design that minimizes damage, reinforced bumpers, and anodized aluminum bumpers for hard drops."
01_2023_2024_original_vs_2026_current,baseline,baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_11.txt,baseline_all_original,,original_2023_2024,11,15,11-15,12,Rimowa,1,1,6.0,0.16666666666666666,6,0.0,0.16666666666666666,5,0.2,0,1,1,6.0,0.16666666666666666,0.16666666666666666,5,0.2,5,0,,0,0.0,0.10056033310850526,0.0,0.13677873328836773,-1.0,0,1,224,July > July > BR > Away > Century > Rimowa,[RIMOWA],"RIMOWA lists a polycarbonate outside and polyjacquard inside, but the provided text does not mention cleaning or resistance claims such as stain, scuff, scratch, water, or wipe-clean."
