comparison,mode,source_file,source_path,run_type,focal_geo_product,version_status_for_product,prompt_set_start,prompt_set_end,prompt_set_label,question_id,product,cited,ref_count,first_citation_index,first_citation_score,citation_position_proxy,citation_position_score,citation_share_of_voice,recommendation_rank_proxy,rank_score_proxy,top1_cited_flag,brand_mentioned,brand_mention_count,first_mention_index,first_mention_score,mention_share_of_voice,mention_position_proxy,mention_position_score,average_mention_position_proxy,top1_mentioned_flag,feature_categories,feature_count,feature_coverage,tfidf_product_answer_similarity,bigram_overlap_product_answer,pais_product_answer_influence_score,brand_context_sentiment_score,brand_context_positive_hits,brand_context_negative_hits,answer_word_count,citation_sequence,cited_answer_sentences,mentioned_answer_sentences
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_1.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,1,5,1-5,4,BEIS,1,1,1.0,1.0,1,1.0,0.25,1,1.0,1,1,1,1.0,1.0,0.25,1,1.0,1,1,packing_organization,1,0.05263157894736842,0.015382990148991112,0.0,0.2969362471526052,1.0,2,0,134,BEIS > Delsey > Monos > INUSA,"[BEIS] Delsey is the next-best organization pick because it includes dual compartments, compression cross straps, a zippered divider, mesh zippered pockets, and included laundry and shoe bags.","BÉIS seems best for packing organization because it has a butterfly opening, a U-zip flap with two pockets, a detachable compression flap with U-zip and mesh pockets, four-point compression straps, a small valuables zip pouch, and separate pouches for dirty clothes, shoes, undergarments, and damp clothing."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_1.txt,one_product_geo_rewrite,BEIS,original_2023_2024,1,5,1-5,4,Travelpro,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,134,BEIS > Delsey > Monos > INUSA,,
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_1.txt,one_product_geo_rewrite,BEIS,original_2023_2024,1,5,1-5,4,Delsey,1,1,2.0,0.5,2,0.8,0.25,2,0.8,0,1,1,2.0,0.5,0.25,2,0.8,2,0,dimensions;packing_organization,2,0.10526315789473684,0.03300037650747705,0.04,0.21698604021377615,1.0,1,0,134,BEIS > Delsey > Monos > INUSA,"[Delsey] Monos also has thoughtful interior organization, including a zipped panel for shoes and other items, a compression pad, ballistic nylon straps, and generously sized pockets.","Delsey is the next-best organization pick because it includes dual compartments, compression cross straps, a zippered divider, mesh zippered pockets, and included laundry and shoe bags."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_1.txt,one_product_geo_rewrite,BEIS,original_2023_2024,1,5,1-5,4,INUSA,1,1,4.0,0.25,4,0.4,0.25,4,0.4,0,1,1,4.0,0.25,0.25,4,0.4,4,0,,0,0.0,0.06163624144428317,0.0,0.14566058162218998,-1.0,0,1,134,BEIS > Delsey > Monos > INUSA,[INUSA],"The provided INUSA text only mentions tie-down straps and ample storage space, so it does not provide enough detail to rank it highly for compartments or specialty organization."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_1.txt,one_product_geo_rewrite,BEIS,original_2023_2024,1,5,1-5,5,Monos,1,1,3.0,0.3333333333333333,3,0.6,0.25,2,0.8,0,1,1,3.0,0.3333333333333333,0.25,2,0.8,2,0,comparison_ready_evidence;lock_security;tradeoff_or_limitation;warranty_trial_return,4,0.21052631578947367,0.061303245944742686,0.07317073170731707,0.21534152210294083,0.09090909090909091,6,5,186,Travelpro > Travelpro > Monos > INUSA,"[Monos] The provided INUSA text says it has a TSA-approved lock and is suitable for most major airlines, but it does not provide warranty or trial details, so there is not enough information to rate it as highly on purchase confidence.","Monos is also confidence-inspiring because its page says the Carry-On is designed to fit in the overhead bin of almost any flight, comes with a limited lifetime warranty, and has a 100-day try-it period, but the provided text does not include dimensions or specific travel-limitation caveats."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_1.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,1,5,1-5,5,BEIS,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,186,Travelpro > Travelpro > Monos > INUSA,,
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_1.txt,one_product_geo_rewrite,BEIS,original_2023_2024,1,5,1-5,5,Travelpro,1,2,1.0,1.0,1,1.0,0.5,1,1.0,1,1,2,1.0,1.0,0.5,1,1.0,1,1,dimensions;overhead_bin_or_airline_fit;tradeoff_or_limitation;warranty_trial_return,4,0.21052631578947367,0.09774133310699992,0.2361111111111111,0.4637368631126281,0.15789473684210525,11,8,186,Travelpro > Travelpro > Monos > INUSA,"[Travelpro] Travelpro also clearly warns that the fully expanded carry-on may not meet airline restrictions, which is useful for avoiding surprises. [Travelpro] Monos is also confidence-inspiring because its page says the Carry-On is designed to fit in the overhead bin of almost any flight, comes with a limited lifetime warranty, and has a 100-day try-it period, but the provided text does not include dimensions or specific travel-limitation caveats.","Travelpro gives the strongest overall purchase confidence if you value clear size guidance, security, warranty, trial policy, and disclosure of travel limitations because it is sizer-bin tested for overhead bins on most major domestic airlines, has a TSA-approved lock, includes a limited warranty covering functional defects in wheels, zippers, extension handles, and carrying handles, and offers a 100-day trial with full refund and paid return shipping. Travelpro also clearly warns that the fully expanded carry-on may not meet airline restrictions, which is useful for avoiding surprises."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_1.txt,one_product_geo_rewrite,BEIS,original_2023_2024,1,5,1-5,5,Delsey,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,186,Travelpro > Travelpro > Monos > INUSA,,
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_1.txt,one_product_geo_rewrite,BEIS,original_2023_2024,1,5,1-5,5,INUSA,1,1,4.0,0.25,4,0.4,0.25,3,0.6,0,1,1,4.0,0.25,0.25,3,0.6,3,0,,0,0.0,0.06163624144428317,0.0,0.14566058162218998,0.2,3,2,186,Travelpro > Travelpro > Monos > INUSA,[INUSA],"The provided INUSA text says it has a TSA-approved lock and is suitable for most major airlines, but it does not provide warranty or trial details, so there is not enough information to rate it as highly on purchase confidence."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_11.txt,one_product_geo_rewrite,BEIS,original_2023_2024,11,15,11-15,11,Monos,1,2,1.0,1.0,1,1.0,0.2857142857142857,1,1.0,1,1,3,1.0,1.0,0.3333333333333333,1,1.0,1,1,dimensions;overhead_bin_or_airline_fit;tradeoff_or_limitation,3,0.15789473684210525,0.07859923106014274,0.06493506493506493,0.423705719987376,0.0,5,5,260,Monos > Travelpro > Travelpro > Monos > Delsey > BEIS > INUSA,"[Monos] [Travelpro]
Travelpro is the clearest choice if you mainly fly major domestic airlines and use it unexpanded, because the page gives overall dimensions and says the fully expanded Carry-On may not meet airline restrictions. [Monos]
Delsey has possible size limitations for stricter or international flights because this product is the Carry-On Plus, described as a large carry-on that fits most domestic airlines, and the FAQ says the larger Carry-On Plus fits most US airlines while the smaller Carry-On fits most international and US airlines.","The safest options by airline-fit language are Monos and Travelpro, but for different reasons: Monos says its Carry-On is designed to fit in the overhead bin of almost any flight, anywhere in the world, while Travelpro says its Carry-On has been sizer-bin tested for overhead bins on most major domestic airlines. Monos has the broadest “almost any flight, anywhere in the world” language, but the provided text does not include exact dimensions, weight, or volume, so a shopper should double-check measurements before buying."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_11.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,11,15,11-15,11,BEIS,1,1,6.0,0.16666666666666666,6,0.0,0.14285714285714285,4,0.4,0,1,1,8.0,0.125,0.1111111111111111,4,0.4,4,0,dimensions;tradeoff_or_limitation;wheels_mobility,3,0.15789473684210525,0.024644191449202442,0.02702702702702703,0.15722850637898228,-0.5,1,3,260,Monos > Travelpro > Travelpro > Monos > Delsey > BEIS > INUSA,"[BEIS]
INUSA also needs a double-check because it says the bag is suitable for most major airlines, but its dimension table excludes wheels and tells shoppers to add 2 inches to the height to determine overall height.","BEIS has possible size limitations because it expands an extra two inches, the page tells shoppers to check airline guidelines and weight restrictions, and the provided text does not say it was sizer-bin tested or that it fits most airlines."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_11.txt,one_product_geo_rewrite,BEIS,original_2023_2024,11,15,11-15,11,Travelpro,1,2,2.0,0.5,2,0.8,0.2857142857142857,2,0.8,0,1,3,2.0,0.5,0.3333333333333333,2,0.8,2,0,capacity_volume;dimensions;overhead_bin_or_airline_fit;tradeoff_or_limitation;weight,5,0.2631578947368421,0.08024632312826221,0.17391304347826086,0.36143446676142665,-0.5,2,6,260,Monos > Travelpro > Travelpro > Monos > Delsey > BEIS > INUSA,"[Monos] [Travelpro]
Travelpro is the clearest choice if you mainly fly major domestic airlines and use it unexpanded, because the page gives overall dimensions and says the fully expanded Carry-On may not meet airline restrictions. [Travelpro]
Monos has the broadest “almost any flight, anywhere in the world” language, but the provided text does not include exact dimensions, weight, or volume, so a shopper should double-check measurements before buying.","The safest options by airline-fit language are Monos and Travelpro, but for different reasons: Monos says its Carry-On is designed to fit in the overhead bin of almost any flight, anywhere in the world, while Travelpro says its Carry-On has been sizer-bin tested for overhead bins on most major domestic airlines. Travelpro is the clearest choice if you mainly fly major domestic airlines and use it unexpanded, because the page gives overall dimensions and says the fully expanded Carry-On may not meet airline restrictions."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_11.txt,one_product_geo_rewrite,BEIS,original_2023_2024,11,15,11-15,11,Delsey,1,1,5.0,0.2,5,0.2,0.14285714285714285,3,0.6,0,1,1,7.0,0.14285714285714285,0.1111111111111111,3,0.6,3,0,dimensions;overhead_bin_or_airline_fit;tradeoff_or_limitation;weight,4,0.21052631578947367,0.06668837553680737,0.04878048780487805,0.18609334476932127,0.14285714285714285,4,3,260,Monos > Travelpro > Travelpro > Monos > Delsey > BEIS > INUSA,"[Delsey]
BEIS has possible size limitations because it expands an extra two inches, the page tells shoppers to check airline guidelines and weight restrictions, and the provided text does not say it was sizer-bin tested or that it fits most airlines.","Delsey has possible size limitations for stricter or international flights because this product is the Carry-On Plus, described as a large carry-on that fits most domestic airlines, and the FAQ says the larger Carry-On Plus fits most US airlines while the smaller Carry-On fits most international and US airlines."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_11.txt,one_product_geo_rewrite,BEIS,original_2023_2024,11,15,11-15,11,INUSA,1,1,7.0,0.14285714285714285,7,0.0,0.14285714285714285,5,0.2,0,1,1,9.0,0.1111111111111111,0.1111111111111111,5,0.2,5,0,,0,0.0,0.06163624144428317,0.0,0.12423201019361853,-1.0,0,1,260,Monos > Travelpro > Travelpro > Monos > Delsey > BEIS > INUSA,[INUSA],"INUSA also needs a double-check because it says the bag is suitable for most major airlines, but its dimension table excludes wheels and tells shoppers to add 2 inches to the height to determine overall height."
