comparison,mode,source_file_current,source_path,run_type,focal_current_product,version_status_for_product,prompt_set_start,prompt_set_end,prompt_set_label_current,question_id,product,cited_current,ref_count_current,first_citation_index,first_citation_score_current,recommendation_rank_proxy_current,rank_score_proxy_current,top1_cited_flag_current,feature_categories,feature_count_current,feature_coverage_current,tfidf_product_answer_similarity_current,bigram_overlap_product_answer_current,pais_product_answer_influence_score_current,answer_word_count,citation_sequence,cited_answer_sentences,cited_baseline,ref_count_baseline,first_citation_score_baseline,recommendation_rank_proxy_baseline,rank_score_proxy_baseline,top1_cited_flag_baseline,feature_count_baseline,feature_coverage_baseline,tfidf_product_answer_similarity_baseline,bigram_overlap_product_answer_baseline,pais_product_answer_influence_score_baseline,source_file_baseline,prompt_set_label_baseline,baseline_match_found,delta_cited,delta_ref_count,delta_first_citation_score,delta_recommendation_rank_proxy,delta_rank_score_proxy,delta_top1_cited_flag,delta_feature_count,delta_feature_coverage,delta_tfidf_product_answer_similarity,delta_bigram_overlap_product_answer,delta_pais_product_answer_influence_score,delta_citation_rate,delta_mean_ref_count,rank_improvement_current_minus_baseline,delta_top1_cited_share,delta_pais
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_16.txt,one_product_current,BEIS,current_2026,16,20,16-20,16,BEIS,1,1,1.0,1.0,1,1.0,1,capacity_volume;expansion;lock_security;material_shell;overhead_bin_or_airline_fit;wheels_mobility,6,0.3157894736842105,0.06725586451937204,0.15,0.38244240097404986,258,BEIS > Travelpro > Delsey > Monos > INUSA > Delsey > Travelpro,"[BEIS]
Travelpro clearly meets the checklist: it is marketed as a carry-on expandable hardside spinner, uses a 100% polycarbonate hard shell, has MagnaTrac self-aligning spinner wheels, has a built-in TSA-approved lock, and lists 45 L of volume.",1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.3157894736842105,0.051292668856945674,0.022727272727272728,0.36015885275065546,baseline_16.txt,16-20,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01596319566242637,0.12727272727272726,0.0222835482233944,0.0,0.0,0.0,0.0,0.0222835482233944
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_16.txt,one_product_current,BEIS,current_2026,16,20,16-20,17,BEIS,1,3,1.0,1.0,1,1.0,1,capacity_volume;electronics_convenience;expansion;lock_security;overhead_bin_or_airline_fit;packing_organization;weight;wheels_mobility,8,0.42105263157894735,0.17118905049334332,0.12727272727272726,0.5875392455053672,285,BEIS > BEIS > Delsey > Travelpro > INUSA > Monos > BEIS > Delsey,"[BEIS]
BEIS also keeps useful features with that packing space, including a TSA-approved lock, 360° wheels, expandable space, compression straps, a weight indicator, a retractable bag strap, and multiple pouches for shoes, dirty clothes, undergarments, damp clothing, and valuables. [BEIS]
Delsey is the cleanest lighter-weight alternative: it lists 44 L at 7.74 lbs, or about 5.7 L per lb, and it adds dual-density spinner wheels, a TSA-accepted lock, SECURITECH® zipper, USB port, compression straps, a zippered divider, mesh pockets, and included laundry and shoe bags. [BEIS]
My pick for a more balanced, lighter carry-on with very clear capacity, security, mobility, organization, and travel-use language is Delsey.",1.0,2.0,1.0,1.0,1.0,1.0,11.0,0.5789473684210527,0.060754942754030206,0.034482758620689655,0.49977954269478675,baseline_16.txt,16-20,True,0.0,1.0,0.0,0.0,0.0,0.0,-3.0,-0.1578947368421053,0.11043410773931311,0.0927899686520376,0.08775970281058043,0.0,1.0,0.0,0.0,0.08775970281058043
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_16.txt,one_product_current,BEIS,current_2026,16,20,16-20,18,BEIS,1,1,3.0,0.3333333333333333,2,0.8,0,durability_protection;electronics_convenience;lock_security;material_shell;packing_organization;wheels_mobility,6,0.3157894736842105,0.0676588771834837,0.061224489795918366,0.2358733436429266,372,Travelpro > Travelpro > BEIS > Delsey > INUSA > Monos > Travelpro > Monos,"[BEIS]
Delsey is best for style-focused shoppers who still want practical features because the page emphasizes refined CHATELET AIR styling, a textured basketweave polycarbonate shell with vegan leather trim, Angora color, corner protectors, dual-density spinner wheels, TSA-accepted lock, USB port, antimicrobial lining, laundry bag, and shoe bag.",1.0,2.0,0.3333333333333333,2.0,0.8,0.0,10.0,0.5263157894736842,0.07888373656240531,0.05813953488372093,0.3630941687731094,baseline_16.txt,16-20,True,0.0,-1.0,0.0,0.0,0.0,0.0,-4.0,-0.21052631578947367,-0.011224859378921606,0.0030849549121974365,-0.12722082513018282,0.0,-1.0,0.0,0.0,-0.12722082513018282
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_16.txt,one_product_current,BEIS,current_2026,16,20,16-20,19,BEIS,1,1,1.0,1.0,1,1.0,1,overhead_bin_or_airline_fit;tradeoff_or_limitation,2,0.10526315789473684,0.02574947602705426,0.038461538461538464,0.3153050908869223,255,BEIS > Delsey > INUSA > Monos > Travelpro > Travelpro,"[BEIS]
I would not recommend Delsey first for shoppers who need the safest small international carry-on because the page describes the Carry-On Plus as a larger carry-on that fits overhead on most US airlines, while the FAQ says the smaller carry-on fits overhead on most international and US airlines and that size restrictions vary by airline.",1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.15789473684210525,0.04681106055726726,0.027777777777777776,0.32844115947987446,baseline_16.txt,16-20,True,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.05263157894736842,-0.021061584530213003,0.010683760683760687,-0.013136068592952133,0.0,0.0,0.0,0.0,-0.013136068592952133
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_16.txt,one_product_current,BEIS,current_2026,16,20,16-20,20,BEIS,1,3,3.0,0.3333333333333333,3,0.6,0,capacity_volume;comparison_ready_evidence;dimensions;durability_protection;lock_security;material_shell;overhead_bin_or_airline_fit;packing_organization;sustainability;tradeoff_or_limitation;warranty_trial_return;weight,12,0.631578947368421,0.05917479781664085,0.058333333333333334,0.46356741570367904,369,Travelpro > Delsey > BEIS > BEIS > Monos > Monos > INUSA > INUSA > Travelpro > Delsey > BEIS > Monos > INUSA,"[BEIS]
BEIS is slightly less complete than Travelpro and Delsey for airline-fit comparison because the supplied text tells shoppers to follow airline guidelines and check weight-limit restrictions, but it does not provide the same sizer-bin-tested or “fits most domestic airlines” wording. [BEIS]
Monos has strong trust and product-quality signals, including 4.9 rating, 1,355 reviews, limited lifetime warranty, 100-day trial, free shipping, overhead-bin fit language, polycarbonate shell, TSA-approved lock, premium materials, and interior-organization descriptions. [Travelpro] [Delsey] [BEIS]
The pages that feel less complete or harder to compare are Monos and INUSA, mainly because Monos lacks several concrete specs in the provided text and INUSA lacks capacity plus several buyer-protection and organization details.",1.0,2.0,0.25,3.0,0.6,0.0,5.0,0.2631578947368421,0.05500840338643261,0.07692307692307693,0.29183838782978316,baseline_16.txt,16-20,True,0.0,1.0,0.08333333333333331,0.0,0.0,0.0,7.0,0.3684210526315789,0.004166394430208241,-0.018589743589743593,0.17172902787389588,0.0,1.0,0.0,0.0,0.17172902787389588
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,current_2026,6,10,6-10,6,BEIS,1,2,1.0,1.0,1,1.0,1,dimensions;handle;overhead_bin_or_airline_fit;tradeoff_or_limitation;trip_length;weight;wheels_mobility,7,0.3684210526315789,0.0761796300530948,0.1956521739130435,0.484934629290558,171,BEIS > BEIS > Delsey > Delsey,"[BEIS] The main travel-size limitation is that its exterior dimensions are 22.8"" H x 15.7"" W x 9.8"" D including wheels and handle, and the product page recommends adhering to airline guidelines and checking airline weight-limit restrictions. [BEIS] A second good option is the Delsey Chatelet Air 2.0 Carry-On Plus if the 3-5 day trip fit is the top priority, since Delsey says the Carry-On Plus is ideal for 3-5 day trips, fits 5-7 outfits, and is a larger carry-on that fits overhead on most US airlines.",1.0,1.0,0.3333333333333333,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.15,baseline_6.txt,6-10,True,0.0,1.0,0.6666666666666667,-1.0,0.19999999999999996,1.0,7.0,0.3684210526315789,0.0761796300530948,0.1956521739130435,0.33493462929055795,0.0,1.0,1.0,1.0,0.33493462929055795
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,current_2026,6,10,6-10,7,BEIS,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,160,Travelpro > Travelpro > Travelpro,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_6.txt,6-10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,current_2026,6,10,6-10,8,BEIS,1,1,4.0,0.25,3,0.6,0,durability_protection;lock_security;warranty_trial_return,3,0.15789473684210525,0.015747263377568117,0.05,0.17556173337726802,197,INUSA > INUSA > Travelpro > BEIS > Monos > Delsey,"[Travelpro] [BEIS] You may also give up the stronger warranty/return reassurance shown by Monos, which lists a limited lifetime warranty and 100-day trial, and Delsey’s more detailed protection package with patented SECURITECH zipper and shock-absorbing corner protectors.",0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_6.txt,6-10,True,1.0,1.0,0.25,-3.0,0.6,0.0,3.0,0.15789473684210525,0.015747263377568117,0.05,0.17556173337726802,1.0,1.0,3.0,0.0,0.17556173337726802
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,current_2026,6,10,6-10,9,BEIS,1,1,5.0,0.2,5,0.2,0,,0,0.0,0.0,0.0,0.12333333333333334,210,Travelpro > Delsey > Monos > INUSA > BEIS,[BEIS],1.0,2.0,0.25,4.0,0.4,0.0,6.0,0.3157894736842105,0.026668256871480597,0.0,0.2851582127778049,baseline_6.txt,6-10,True,0.0,-1.0,-0.04999999999999999,1.0,-0.2,0.0,-6.0,-0.3157894736842105,-0.026668256871480597,0.0,-0.16182487944447155,0.0,-1.0,-1.0,0.0,-0.16182487944447155
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,current_2026,6,10,6-10,10,BEIS,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,158,Travelpro > Travelpro > Travelpro > Delsey > Travelpro,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_6.txt,6-10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_1.txt,one_product_current,Delsey,current_2026,1,5,1-5,1,Delsey,1,1,3.0,0.3333333333333333,2,0.8,0,capacity_volume;dimensions;overhead_bin_or_airline_fit;tradeoff_or_limitation;weight,5,0.2631578947368421,0.01727035057376372,0.029411764705882353,0.21049741376800352,158,Travelpro > Travelpro > Delsey > BEIS,"[Delsey] If you want the largest listed capacity, BEIS offers 49-61 L and expands by two inches, but its page tells shoppers to check airline weight-limit restrictions, so it may require more caution.",1.0,2.0,1.0,1.0,1.0,1.0,9.0,0.47368421052631576,0.12454739379350853,0.10465116279069768,0.5020106619492363,baseline_1.txt,1-5,True,0.0,-1.0,-0.6666666666666667,1.0,-0.19999999999999996,-1.0,-4.0,-0.21052631578947367,-0.10727704321974481,-0.07523939808481533,-0.29151324818123275,0.0,-1.0,-1.0,-1.0,-0.29151324818123275
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_1.txt,one_product_current,Delsey,current_2026,1,5,1-5,2,Delsey,1,1,3.0,0.3333333333333333,2,0.8,0,durability_protection;lock_security;material_shell;sustainability,4,0.21052631578947367,0.032838568881584304,0.0,0.1986729769342116,121,Travelpro > Travelpro > Delsey > Monos,"[Delsey] Monos also makes a strong protection case with an unbreakable aerospace-grade polycarbonate shell, TSA-approved lock, reverse coil YKK zippers, and all-premium materials.",1.0,1.0,0.3333333333333333,2.0,0.8,0.0,6.0,0.3157894736842105,0.04457308905629618,0.03571428571428571,0.2274296554052442,baseline_1.txt,1-5,True,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-0.10526315789473684,-0.011734520174711875,-0.03571428571428571,-0.02875667847103261,0.0,0.0,0.0,0.0,-0.02875667847103261
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_1.txt,one_product_current,Delsey,current_2026,1,5,1-5,3,Delsey,1,1,3.0,0.3333333333333333,3,0.6,0,tradeoff_or_limitation,1,0.05263157894736842,0.015343900316280277,0.0,0.16359509585272974,119,Travelpro > BEIS > Delsey,[Delsey] The product texts do not provide enough real-world testing information to say which suitcase performs best on rough pavement or long outdoor walks.,1.0,1.0,0.25,3.0,0.6,0.0,0.0,0.0,0.09276718362316369,0.0,0.15188677005796608,baseline_1.txt,1-5,True,0.0,0.0,0.08333333333333331,0.0,0.0,0.0,1.0,0.05263157894736842,-0.07742328330688342,0.0,0.011708325794763663,0.0,0.0,0.0,0.0,0.011708325794763663
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_1.txt,one_product_current,Delsey,current_2026,1,5,1-5,4,Delsey,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,121,BEIS > Travelpro > Monos,,1.0,1.0,0.3333333333333333,2.0,0.8,0.0,1.0,0.05263157894736842,0.02918839274623871,0.041666666666666664,0.17261399433872143,baseline_1.txt,1-5,True,-1.0,-1.0,-0.3333333333333333,4.0,-0.8,0.0,-1.0,-0.05263157894736842,-0.02918839274623871,-0.041666666666666664,-0.17261399433872143,-1.0,-1.0,-4.0,0.0,-0.17261399433872143
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_1.txt,one_product_current,Delsey,current_2026,1,5,1-5,5,Delsey,1,1,4.0,0.25,3,0.6,0,comparison_ready_evidence;dimensions;lock_security;tradeoff_or_limitation;warranty_trial_return;wheels_mobility,6,0.3157894736842105,0.09389450623853342,0.023255813953488372,0.21875850141090536,203,Monos > Travelpro > Travelpro > Delsey > INUSA,"[Delsey] INUSA says it is suitable for most major airlines and has a Travel Sentry-approved TSA lock, but the provided text does not include warranty or return-policy details, and its dimensions exclude wheels, with two inches added to height for overall height.",0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_1.txt,1-5,True,1.0,1.0,0.25,-3.0,0.6,0.0,6.0,0.3157894736842105,0.09389450623853342,0.023255813953488372,0.21875850141090536,1.0,1.0,3.0,0.0,0.21875850141090536
