comparison,mode,source_file,source_path,run_type,focal_geo_product,version_status_for_product,prompt_set_start,prompt_set_end,prompt_set_label,question_id,product,cited,ref_count,first_citation_index,first_citation_score,recommendation_rank_proxy,rank_score_proxy,top1_cited_flag,feature_categories,feature_count,feature_coverage,tfidf_product_answer_similarity,bigram_overlap_product_answer,pais_product_answer_influence_score,answer_word_count,citation_sequence,cited_answer_sentences
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_1.txt,one_product_geo_rewrite_against_current,BEIS,current_2026,1,5,1-5,3,Monos,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,120,Travelpro > Travelpro > BEIS > Delsey,
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_1.txt,one_product_geo_rewrite_against_current,BEIS,geo_rewrite_2023_2024,1,5,1-5,3,BEIS,1,1,3.0,0.3333333333333333,2,0.8,0,wheels_mobility,1,0.05263157894736842,0.02596254359518282,0.047619047619047616,0.1728616816513674,120,Travelpro > Travelpro > BEIS > Delsey,"[BEIS] Delsey also emphasizes mobility with dual-density wheels, soft-touch handles, precise handling, and movement through airports and demanding city streets."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_1.txt,one_product_geo_rewrite_against_current,BEIS,current_2026,1,5,1-5,3,Travelpro,1,2,1.0,1.0,1,1.0,1,handle;wheels_mobility,2,0.10526315789473684,0.09276675280195457,0.2413793103448276,0.44247954535772915,120,Travelpro > Travelpro > BEIS > Delsey,"[Travelpro] It also has a multi-stop handle, rubberized Contour Grip, and self-aligning wheels intended for effortless control through crowded terminals and on the way to the gate. [Travelpro] BÉIS is another strong mobility option because it has Hinomoto 360-degree wheels and a cushioned trolley handle designed to reduce hand strain while gliding through terminals, streets, and hallways."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_1.txt,one_product_geo_rewrite_against_current,BEIS,current_2026,1,5,1-5,3,Delsey,1,1,4.0,0.25,3,0.6,0,,0,0.0,0.09080566848171708,0.0,0.15149446702967675,120,Travelpro > Travelpro > BEIS > Delsey,[Delsey]
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_1.txt,one_product_geo_rewrite_against_current,BEIS,current_2026,1,5,1-5,3,INUSA,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,120,Travelpro > Travelpro > BEIS > Delsey,
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_1.txt,one_product_geo_rewrite_against_current,BEIS,current_2026,1,5,1-5,4,Monos,1,1,2.0,0.5,2,0.8,0,cleaning_care;durability_protection;packing_organization,3,0.15789473684210525,0.0479876626252808,0.08695652173913043,0.23755329148768012,139,BEIS > Monos > Travelpro > INUSA,"[Monos] Travelpro is a good pick for damp items or toiletries because it includes divider panels, removable shoe bags, and a water-resistant pocket."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_1.txt,one_product_geo_rewrite_against_current,BEIS,geo_rewrite_2023_2024,1,5,1-5,4,BEIS,1,1,1.0,1.0,1,1.0,1,packing_organization,1,0.05263157894736842,0.03863981949711825,0.05263157894736842,0.3094823498643359,139,BEIS > Monos > Travelpro > INUSA,"[BEIS] Monos is also well organized, with a built-in removable compression pad with a zippered pocket, ballistic nylon straps, a zipped panel for shoes and other items, generously placed pockets, plus an included laundry bag and two shoe bags."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_1.txt,one_product_geo_rewrite_against_current,BEIS,current_2026,1,5,1-5,4,Travelpro,1,1,3.0,0.3333333333333333,3,0.6,0,dimensions;packing_organization,2,0.10526315789473684,0.016691017552274773,0.058823529411764705,0.18321436450116704,139,BEIS > Monos > Travelpro > INUSA,"[Travelpro] InUSA provides simpler organization with a fully zipped compartment, large mesh storage, and height-adjustable Flex straps."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_1.txt,one_product_geo_rewrite_against_current,BEIS,current_2026,1,5,1-5,4,Delsey,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,139,BEIS > Monos > Travelpro > INUSA,
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_1.txt,one_product_geo_rewrite_against_current,BEIS,current_2026,1,5,1-5,4,INUSA,1,1,4.0,0.25,4,0.4,0,,0,0.0,0.029946464500998745,0.0,0.1393226262335331,139,BEIS > Monos > Travelpro > INUSA,[INUSA]
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_1.txt,one_product_geo_rewrite_against_current,BEIS,current_2026,1,5,1-5,5,Monos,1,2,1.0,1.0,1,1.0,1,lock_security;overhead_bin_or_airline_fit,2,0.10526315789473684,0.1382917250222863,0.6140350877192983,0.507482906407966,213,Monos > Monos > Travelpro > BEIS > Delsey > INUSA,"[Monos] Its page says the Carry-On is designed to fit in the overhead bin of almost any flight anywhere in the world and will fit in the baggage sizer and overhead bins of all major airlines in North America, Europe, Asia, and Oceania. [Monos] Travelpro also inspires confidence with a TSA lock, sizer-bin testing for most major U.S."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_1.txt,one_product_geo_rewrite_against_current,BEIS,geo_rewrite_2023_2024,1,5,1-5,5,BEIS,1,1,4.0,0.25,3,0.6,0,lock_security;overhead_bin_or_airline_fit;tradeoff_or_limitation;warranty_trial_return,4,0.21052631578947367,0.01880218381657812,0.0,0.17919903325454367,213,Monos > Monos > Travelpro > BEIS > Delsey > INUSA,"[BEIS] Delsey includes a TSA-accepted lock, a 10-year limited worldwide warranty, and a 30-day unused-merchandise return policy, but the provided page does not give the same broad airline-fit assurance as Monos."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_1.txt,one_product_geo_rewrite_against_current,BEIS,current_2026,1,5,1-5,5,Travelpro,1,1,3.0,0.3333333333333333,2,0.8,0,lock_security;overhead_bin_or_airline_fit;tradeoff_or_limitation;warranty_trial_return;weight,5,0.2631578947368421,0.05527531479702528,0.05263157894736842,0.22158137874887873,213,Monos > Monos > Travelpro > BEIS > Delsey > INUSA,"[Travelpro] BÉIS includes TSA locks and a limited lifetime luggage warranty, but its page advises checking airline guidelines and weight restrictions."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_1.txt,one_product_geo_rewrite_against_current,BEIS,current_2026,1,5,1-5,5,Delsey,1,1,5.0,0.2,4,0.4,0,lock_security;tradeoff_or_limitation;warranty_trial_return,3,0.15789473684210525,0.100211452445065,0.08571428571428572,0.18781171404791025,213,Monos > Monos > Travelpro > BEIS > Delsey > INUSA,"[Delsey] InUSA includes a Travel Sentry® Approved lock, says it is suitable for most major airlines, and offers a 10 Year Warranty after registration, but the provided page does not include a trial or return policy."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_1.txt,one_product_geo_rewrite_against_current,BEIS,current_2026,1,5,1-5,5,INUSA,1,1,6.0,0.16666666666666666,5,0.2,0,,0,0.0,0.029946464500998745,0.0,0.12265595956686642,213,Monos > Monos > Travelpro > BEIS > Delsey > INUSA,[INUSA]
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_11.txt,one_product_geo_rewrite_against_current,BEIS,current_2026,11,15,11-15,11,Monos,1,1,1.0,1.0,1,1.0,1,,0,0.0,0.019894292960550734,0.0,0.2873121919254435,280,Monos > Travelpro > Travelpro > INUSA > BEIS > Delsey,[Monos] Travelpro also has useful fit evidence for U.S.
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_11.txt,one_product_geo_rewrite_against_current,BEIS,geo_rewrite_2023_2024,11,15,11-15,11,BEIS,1,1,5.0,0.2,4,0.4,0,capacity_volume;expansion;overhead_bin_or_airline_fit,3,0.15789473684210525,0.03436014603599293,0.08333333333333333,0.174284309908953,280,Monos > Travelpro > Travelpro > INUSA > BEIS > Delsey,[BEIS] Delsey also has possible size limitations because the Carry-On Plus is aimed at overpackers who want extra room and measures 22.75 in.
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_11.txt,one_product_geo_rewrite_against_current,BEIS,current_2026,11,15,11-15,11,Travelpro,1,2,2.0,0.5,2,0.8,0,dimensions;overhead_bin_or_airline_fit;tradeoff_or_limitation,3,0.15789473684210525,0.039359541218479316,0.07246376811594203,0.3169870874961749,280,Monos > Travelpro > Travelpro > INUSA > BEIS > Delsey,"[Travelpro] However, Travelpro has a possible limitation because its overall dimensions are 23 in. [Travelpro] INUSA may be a reasonable lower-risk option for many mainstream airlines because the page says it is designed to be accepted by most airlines onboard and is suitable for most major airlines, but its exterior height is listed as 23.19 in., so shoppers flying stricter airlines should double-check the exact sizer limits."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_11.txt,one_product_geo_rewrite_against_current,BEIS,current_2026,11,15,11-15,11,Delsey,1,1,6.0,0.16666666666666666,5,0.2,0,,0,0.0,0.09080566848171708,0.0,0.1348278003630101,280,Monos > Travelpro > Travelpro > INUSA > BEIS > Delsey,[Delsey]
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_11.txt,one_product_geo_rewrite_against_current,BEIS,current_2026,11,15,11-15,11,INUSA,1,1,4.0,0.25,3,0.6,0,dimensions;handle;wheels_mobility,3,0.15789473684210525,0.030656356114276063,0.0,0.1710435519246096,280,Monos > Travelpro > Travelpro > INUSA > BEIS > Delsey,"[INUSA] BEIS has possible size limitations for stricter airlines because it measures 58 cm x 40 cm x 25 cm including wheels and handle, expands to 12 in."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_11.txt,one_product_geo_rewrite_against_current,BEIS,current_2026,11,15,11-15,12,Monos,1,1,1.0,1.0,1,1.0,1,cleaning_care;durability_protection;material_shell;packing_organization,4,0.21052631578947367,0.04147753246419091,0.021739130434782608,0.3369949725492836,208,Monos > Travelpro > BEIS > INUSA > Delsey,"[Monos] Travelpro is also strong for repeated trips because its textured polycarbonate finish helps reduce the visibility of scuffs or scratching, its shell resists cracking under pressure, its aluminum corner guards reinforce high-collision zones, its ECOFAB lining wipes clean, and it includes a water-resistant pocket."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_11.txt,one_product_geo_rewrite_against_current,BEIS,geo_rewrite_2023_2024,11,15,11-15,12,BEIS,1,1,3.0,0.3333333333333333,3,0.6,0,cleaning_care;durability_protection;material_shell;sustainability;weight,5,0.2631578947368421,0.030857652157002258,0.08333333333333333,0.22130310937876888,208,Monos > Travelpro > BEIS > INUSA > Delsey,[BEIS] INUSA mentions an impact-resistant design and a lightweight PC/ABS material with a micro-diamond finish that is water-resistant and scratch-resistant.
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_11.txt,one_product_geo_rewrite_against_current,BEIS,current_2026,11,15,11-15,12,Travelpro,1,1,2.0,0.5,2,0.8,0,cleaning_care;comparison_ready_evidence;durability_protection;lock_security,4,0.21052631578947367,0.04795626721702369,0.07142857142857142,0.24574413564891853,208,Monos > Travelpro > BEIS > INUSA > Delsey,"[Travelpro] BEIS mentions several useful care and protection details, including spot-clean care, an easy-to-spot-clean polyester lining, water-resistant zipper tape, and a “Stain Resistant” feature callout."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_11.txt,one_product_geo_rewrite_against_current,BEIS,current_2026,11,15,11-15,12,Delsey,1,1,5.0,0.2,5,0.2,0,,0,0.0,0.09080566848171708,0.0,0.14149446702967675,208,Monos > Travelpro > BEIS > INUSA > Delsey,[Delsey]
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_11.txt,one_product_geo_rewrite_against_current,BEIS,current_2026,11,15,11-15,12,INUSA,1,1,4.0,0.25,4,0.4,0,cleaning_care;durability_protection;lock_security;material_shell;tradeoff_or_limitation,5,0.2631578947368421,0.02000502594174268,0.0,0.18996591746905028,208,Monos > Travelpro > BEIS > INUSA > Delsey,"[INUSA] Delsey mentions 100% polycarbonate, corner protection, a resistant SECURITECH zip, and durable, resistant design language, but the provided page text does not give specific wipe-clean, stain-resistance, scuff-resistance, scratch-resistance, or water-resistance claims for the shell or lining."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_11.txt,one_product_geo_rewrite_against_current,BEIS,current_2026,11,15,11-15,13,Monos,1,2,1.0,1.0,1,1.0,1,durability_protection;material_shell;sustainability;tradeoff_or_limitation;warranty_trial_return,5,0.2631578947368421,0.10969277750983127,0.2826086956521739,0.48362810546382745,247,Monos > Monos > Travelpro > Travelpro > Delsey > BEIS > INUSA,"[Monos] Monos also supports the durability side of the sustainability question with a dent-resistant, impact-friendly, virtually unbreakable polycarbonate shell and a limited lifetime warranty. [Monos] Travelpro provides concrete but narrower sustainability evidence because it says the ECOFAB lining is made from 100% recycled plastic bottles."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_11.txt,one_product_geo_rewrite_against_current,BEIS,geo_rewrite_2023_2024,11,15,11-15,13,BEIS,1,1,6.0,0.16666666666666666,4,0.4,0,cleaning_care;durability_protection;sustainability;tradeoff_or_limitation,4,0.21052631578947367,0.019423056824271527,0.0,0.1626565411894157,247,Monos > Monos > Travelpro > Travelpro > Delsey > BEIS > INUSA,"[BEIS] INUSA does not provide concrete sustainability-related information in the supplied product-page text, though it does provide durability claims such as highly tested materials, impact-resistant design, and a water/scratch-resistant finish."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_11.txt,one_product_geo_rewrite_against_current,BEIS,current_2026,11,15,11-15,13,Travelpro,1,2,3.0,0.3333333333333333,2,0.8,0,durability_protection;material_shell;sustainability;tradeoff_or_limitation;warranty_trial_return,5,0.2631578947368421,0.07877733028448308,0.12658227848101267,0.32070772010975024,247,Monos > Monos > Travelpro > Travelpro > Delsey > BEIS > INUSA,"[Travelpro] Travelpro also gives strong durability evidence through its 100% polycarbonate shell, aluminum corner guards, crack-resistant shell language, limited warranty, and five-year Trusted Companion Promise benefits after registration. [Travelpro] Delsey provides some sustainability evidence, but it is less specific: the page says the suitcase is made with recycled materials and says Delsey’s eco-friendly designs are made to be durable, resistant, and high quality, but it does not identify the recycled component or percentage in the provided text."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_11.txt,one_product_geo_rewrite_against_current,BEIS,current_2026,11,15,11-15,13,Delsey,1,1,5.0,0.2,3,0.6,0,durability_protection;material_shell;sustainability;tradeoff_or_limitation,4,0.21052631578947367,0.02045147422142251,0.0,0.16952889133551258,247,Monos > Monos > Travelpro > Travelpro > Delsey > BEIS > INUSA,"[Delsey] BEIS provides weak sustainability evidence because the page lists vegan leather trim, but its main durability claim is based on a 100% virgin polycarbonate body, which the page frames as supporting durability rather than recycled or lower-impact materials."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_11.txt,one_product_geo_rewrite_against_current,BEIS,current_2026,11,15,11-15,13,INUSA,1,1,7.0,0.14285714285714285,5,0.2,0,,0,0.0,0.029946464500998745,0.0,0.11789405480496165,247,Monos > Monos > Travelpro > Travelpro > Delsey > BEIS > INUSA,[INUSA]
